Date (GMT -3);Load (KW);Irradiation (W/m2);PV generation base (100kW);P [W];PV [W]
11.07.2024 19:00;477,88;0;-0,005;477877,2964;0
11.07.2024 20:00;470,29;0;-0,005;470293,2739;0
11.07.2024 21:00;454,44;0;-0,005;454438,1409;0
11.07.2024 22:00;432,35;0;-0,005;432347,9843;0
11.07.2024 23:00;415,15;0;-0,005;415148,3154;0
12.07.2024 00:00;263,82;0;-0,005;263821,022;0
12.07.2024 01:00;278,55;0;-0,005;278552,1011;0
12.07.2024 02:00;271,35;0;-0,005;271351,5244;0
12.07.2024 03:00;283,17;0;-0,005;283173,6526;0
12.07.2024 04:00;267,57;0;-0,005;267565,6281;0
12.07.2024 05:00;257,79;0;-0,005;257788,7115;0
12.07.2024 06:00;252,7;0;-0,005;252701,0345;0
12.07.2024 07:00;291,98;235,07;19,907;291975,5783;0
12.07.2024 08:00;320,91;477,63;43,706;320905,6015;8158,577787
12.07.2024 09:00;340,22;694,55;62,387;340224,556;20863,18154
12.07.2024 10:00;360,66;854,75;74,625;360661,0184;57308,2578
12.07.2024 11:00;426,28;957,32;81,211;426275,1465;48519,47699
12.07.2024 12:00;439,54;987,41;82,639;439541,6794;35664,61674
12.07.2024 13:00;445,06;941,76;79,446;445064,0717;34588,73819
12.07.2024 14:00;422,36;823,54;71,141;422364,7156;21909,4682
12.07.2024 15:00;343,31;644,88;57,058;343306,7322;18723,46617
12.07.2024 16:00;428,23;421,38;37,362;428228,6987;7250,868312
12.07.2024 17:00;482,54;180,76;13,977;482539,6347;0
12.07.2024 18:00;485,41;0;-0,005;485414,1769;0
12.07.2024 19:00;451,66;0;-0,005;451661,6058;0
12.07.2024 20:00;449,5;0;-0,005;449495,2393;0
12.07.2024 21:00;434,14;0;-0,005;434141,5482;0
12.07.2024 22:00;423,48;0;-0,005;423481,7505;0
12.07.2024 23:00;417,45;0;-0,005;417445,488;0
13.07.2024 00:00;411,3;0;-0,005;411302,6047;0
13.07.2024 01:00;418,71;0;-0,005;418709,7244;0
13.07.2024 02:00;423,96;0;-0,005;423959,9609;0
13.07.2024 03:00;261,91;0;-0,005;261909,8587;0
13.07.2024 04:00;230,39;0;-0,005;230385,376;0
13.07.2024 05:00;243,41;0;-0,005;243413,4178;0
13.07.2024 06:00;245,09;0;-0,005;245094,9402;0
13.07.2024 07:00;240,78;212,79;18,257;240778,759;2869,888037
13.07.2024 08:00;241,47;454,24;42,122;241474,1974;19992,56264
13.07.2024 09:00;284,92;656,69;60,107;284918,869;21659,86159
13.07.2024 10:00;316,36;816,21;72,88;316364,6393;52501,88358
13.07.2024 11:00;336,88;911,57;79,635;336879,5471;53214,09061
13.07.2024 12:00;251,93;945,08;81,738;251931,7245;49171,99799
13.07.2024 13:00;227,37;911,27;79,105;227367,0883;39226,98267
13.07.2024 14:00;260,04;805,84;71,139;260043,0679;22185,91476
13.07.2024 15:00;255,11;632,69;57,086;255111,3434;13577,46201
13.07.2024 16:00;325,05;413;37,288;325046,4401;0
13.07.2024 17:00;273,54;173,72;13,707;273538,6276;0
13.07.2024 18:00;159,28;0;-0,005;159283,9737;0
13.07.2024 19:00;319,87;0;-0,005;319873,1537;0
13.07.2024 20:00;331,45;0;-0,005;331446,9452;0
13.07.2024 21:00;331,57;0;-0,005;331571,907;0
13.07.2024 22:00;325,19;0;-0,005;325189,3311;0
13.07.2024 23:00;321,93;0;-0,005;321931,0379;0
14.07.2024 00:00;324,87;0;-0,005;324873,9929;0
14.07.2024 01:00;324,38;0;-0,005;324377,8;0
14.07.2024 02:00;334,14;0;-0,005;334141,1743;0
14.07.2024 03:00;335,12;0;-0,005;335123,0011;0
14.07.2024 04:00;288,53;0;-0,005;288527,7176;0
14.07.2024 05:00;283,83;0;-0,005;283829,9789;0
14.07.2024 06:00;260,97;0;-0,005;260970,89;0
14.07.2024 07:00;271,37;216,58;18,603;271367,012;24114,79814
14.07.2024 08:00;286,87;453,71;42,163;286873,1308;41862,29726
14.07.2024 09:00;263,15;668,67;61,181;263154,705;52885,17922
14.07.2024 10:00;298,43;836,3;74,481;298429,7714;54736,4063
14.07.2024 11:00;337,61;937,86;81,544;337610,3973;49798,78432
14.07.2024 12:00;349,98;968,67;83,361;349977,7832;43934,70676
14.07.2024 13:00;359,27;917,65;79,529;359265,5182;45485,59408
14.07.2024 14:00;318,45;809,69;71,392;318445,4498;32345,78664
14.07.2024 15:00;291,39;632,93;57,071;291392,9062;18058,68066
14.07.2024 16:00;333,75;412,29;37,214;333753,9444;7273,536653
14.07.2024 17:00;336,1;173,64;13,708;336097,4121;0
14.07.2024 18:00;335,4;0;-0,005;335398,6282;0
14.07.2024 19:00;333,87;0;-0,005;333869,7586;0
14.07.2024 20:00;329,93;0;-0,005;329934,6085;0
14.07.2024 21:00;324,11;0;-0,005;324114,2731;0
14.07.2024 22:00;314,49;0;-0,005;314494,9036;0
14.07.2024 23:00;311,53;0;-0,005;311533,0887;0
15.07.2024 00:00;309,59;0;-0,005;309594,7876;0
15.07.2024 01:00;311,47;0;-0,005;311465,2557;0
15.07.2024 02:00;316,47;0;-0,005;316473,3353;0
15.07.2024 03:00;321,9;0;-0,005;321896,3928;0
15.07.2024 04:00;289,62;0;-0,005;289622,4823;0
15.07.2024 05:00;284,86;0;-0,005;284858,8562;0
15.07.2024 06:00;257,57;0;-0,005;257565,4106;0
15.07.2024 07:00;267,76;14,144;0,9064;267759,1019;22232,21196
15.07.2024 08:00;252,63;32,653;2,6126;252629,2419;37182,96566
15.07.2024 09:00;254,75;49,688;4,2106;254748,3673;52407,01859
15.07.2024 10:00;283,99;149,35;13,742;283994,1254;52286,88024
15.07.2024 11:00;294,46;569,95;52,453;294461,0519;47089,03102
15.07.2024 12:00;325,03;685,06;61,941;325030,159;48869,17823
15.07.2024 13:00;256,33;237,04;21,83;256331,6536;42908,48954
15.07.2024 14:00;314,8;421,49;38,871;314800,3464;33399,66758
15.07.2024 15:00;266,37;457,29;42,036;266367,9123;18081,1099
15.07.2024 16:00;311,2;461,68;41,554;311197,1054;4419,972516
15.07.2024 17:00;329,14;195,72;15,486;329136,1771;0
15.07.2024 18:00;350,39;7,9927;0,3515;350394,2642;0
15.07.2024 19:00;350,57;0;-0,005;350567,421;0
15.07.2024 20:00;343,31;0;-0,005;343307,3425;0
15.07.2024 21:00;242,92;0;-0,005;242917,5262;0
15.07.2024 22:00;323,73;0;-0,005;323725,3265;0
15.07.2024 23:00;319,86;0;-0,005;319862,3276;0
16.07.2024 00:00;313,43;0;-0,005;313432,0831;0
16.07.2024 01:00;324,7;0;-0,005;324698,4024;0
16.07.2024 02:00;330,9;0;-0,005;330900,3448;0
16.07.2024 03:00;339,06;0;-0,005;339061,9125;0
16.07.2024 04:00;301,55;0;-0,005;301550,8423;0
16.07.2024 05:00;301,58;0;-0,005;301584,259;0
16.07.2024 06:00;287,64;0;-0,005;287643,3868;0
16.07.2024 07:00;307,26;210,69;18,023;307263,1836;24669,52486
16.07.2024 08:00;325,83;446,61;41,322;325828,9871;43446,03376
16.07.2024 09:00;304,24;657,81;59,935;304238,1821;53581,12654
16.07.2024 10:00;310,63;818,41;72,641;310625,1221;59607,50782
16.07.2024 11:00;376,76;918,84;79,63;376759,9945;59335,69225
16.07.2024 12:00;389,01;946,41;81,265;389007,1716;54567,39588
16.07.2024 13:00;373,91;901,72;77,869;373908,844;44448,23272
16.07.2024 14:00;364,4;781,8;68,779;364404,068;33185,43733
16.07.2024 15:00;326,45;605,97;54,471;326445,7016;19029,5092
16.07.2024 16:00;311,06;386,37;34,756;311057,3387;7403,305963
16.07.2024 17:00;446,77;157,46;12,45;446772,0032;0
16.07.2024 18:00;298,83;0;-0,005;298833,5953;0
16.07.2024 19:00;387,51;0;-0,005;387506,958;0
16.07.2024 20:00;386,51;0;-0,005;386507,5836;0
16.07.2024 21:00;381,44;0;-0,005;381439,6591;0
16.07.2024 22:00;377,13;0;-0,005;377134,4604;0
16.07.2024 23:00;366,37;0;-0,005;366365,3183;0
17.07.2024 00:00;354,27;0;-0,005;354269,4473;0
17.07.2024 01:00;363,2;0;-0,005;363203,4683;0
17.07.2024 02:00;357,88;0;-0,005;357881,4392;0
17.07.2024 03:00;366,58;0;-0,005;366584,9686;0
17.07.2024 04:00;326,56;0;-0,005;326560,0357;0
17.07.2024 05:00;353,44;0;-0,005;353440,8722;0
17.07.2024 06:00;286,42;0;-0,005;286418,4647;0
17.07.2024 07:00;329,1;208,51;17,713;329103,241;1262,938871
17.07.2024 08:00;338,79;441,45;40,549;338791,1682;7726,946537
17.07.2024 09:00;328,45;664,11;59,946;328449,0967;5771,881698
17.07.2024 10:00;355,34;822,38;72,236;355343,4525;10291,67557
17.07.2024 11:00;375,38;928,4;79,468;375380,3177;37577,44588
17.07.2024 12:00;404,8;948,63;80,207;404799,0265;45084,63055
17.07.2024 13:00;404,03;904,87;77,004;404029,2587;39730,55201
17.07.2024 14:00;402,84;798,35;69,273;402843,2541;28087,99221
17.07.2024 15:00;363,6;624,11;55,379;363603,3249;0
17.07.2024 16:00;456,18;404,9;35,973;456183,2352;0
17.07.2024 17:00;488,93;169,05;13,169;488926,1322;0
17.07.2024 18:00;498,87;0;-0,005;498869,7739;0
17.07.2024 19:00;482,74;0;-0,005;482739,6011;0
17.07.2024 20:00;472;0;-0,005;471995,4758;0
17.07.2024 21:00;458,01;0;-0,005;458009,2239;0
17.07.2024 22:00;445,86;0;-0,005;445863,6551;0
17.07.2024 23:00;438,64;0;-0,005;438644,4244;0
18.07.2024 00:00;423,99;0;-0,005;423992,7902;0
18.07.2024 01:00;424,98;0;-0,005;424977,3712;0
18.07.2024 02:00;433,24;0;-0,005;433238,8229;0
18.07.2024 03:00;432,49;0;-0,005;432488,0219;0
18.07.2024 04:00;375,39;0;-0,005;375393,0511;0
18.07.2024 05:00;371,78;0;-0,005;371783,1345;0
18.07.2024 06:00;365,29;0;-0,005;365286,1786;0
18.07.2024 07:00;370,88;187,37;15,983;370880,2185;0
18.07.2024 08:00;381,17;400,65;36,888;381174,881;30826,74931
18.07.2024 09:00;382,68;609,5;55,417;382683,7769;30513,38907
18.07.2024 10:00;402,2;765,94;67,999;402203,2242;15913,5597
18.07.2024 11:00;439;871,73;75,518;438997,7951;54348,4262
18.07.2024 12:00;437,41;923,14;78,704;437410,6674;50013,48767
18.07.2024 13:00;412,98;882,66;75,8;412976,9287;45132,52633
18.07.2024 14:00;215,96;771,73;67,414;215962,7762;33471,47934
18.07.2024 15:00;333,64;593,06;52,952;333641,6931;14827,13205
18.07.2024 16:00;417,6;384,14;34,268;417604,0344;5983,518606
18.07.2024 17:00;473,43;161,51;12,759;473431,7627;0
18.07.2024 18:00;479,17;0;-0,005;479166,2903;0
18.07.2024 19:00;418,31;0;-0,005;418312,2864;0
18.07.2024 20:00;376,45;0;-0,005;376452,7588;0
18.07.2024 21:00;377,27;0;-0,005;377266,861;0
18.07.2024 22:00;374,46;0;-0,005;374457,7866;0
18.07.2024 23:00;362,51;0;-0,005;362507,9727;0
19.07.2024 00:00;362,91;0;-0,005;362906,9519;0
19.07.2024 01:00;373,02;0;-0,005;373024,1852;0
19.07.2024 02:00;370,03;0;-0,005;370026,001;0
19.07.2024 03:00;363,23;0;-0,005;363231,1478;0
19.07.2024 04:00;318,72;0;-0,005;318723,9075;0
19.07.2024 05:00;321,41;0;-0,005;321414,8483;0
19.07.2024 06:00;313,66;0;-0,005;313662,2162;0
19.07.2024 07:00;328,75;110,49;9,7529;328754,57;2299,074372
19.07.2024 08:00;338,65;300,51;27,994;338648,5367;3723,972681
19.07.2024 09:00;343,33;398,18;37,083;343329,2618;17275,66727
19.07.2024 10:00;369,66;539,82;49,69;369660,5225;22877,14181
19.07.2024 11:00;406,92;715,69;64,31;406919,9982;39359,24742
19.07.2024 12:00;402,11;775,01;68,941;402112,3886;40071,31231
19.07.2024 13:00;373,46;746,14;66,456;373462,5244;27893,94599
19.07.2024 14:00;389,46;765,68;67,885;389464,3021;16027,73235
19.07.2024 15:00;358,34;585,08;52,989;358336,2045;0
19.07.2024 16:00;428,81;345,36;31,303;428805,0461;0
19.07.2024 17:00;496,16;115,09;9,4397;496159,6146;0
19.07.2024 18:00;491,8;0;-0,005;491802,6962;0
19.07.2024 19:00;477,08;0;-0,005;477077,2934;0
19.07.2024 20:00;458,6;0;-0,005;458599,9985;0
19.07.2024 21:00;443,43;0;-0,005;443427,6581;0
19.07.2024 22:00;428,22;0;-0,005;428220,3293;0
19.07.2024 23:00;415,33;0;-0,005;415331,0623;0
20.07.2024 00:00;0;0;-0,005;0;0
20.07.2024 01:00;0;0;-0,005;0;0
20.07.2024 02:00;0;0;-0,005;0;0
20.07.2024 03:00;0;0;-0,005;0;0
20.07.2024 04:00;0;0;-0,005;0;0
20.07.2024 05:00;0;0;-0,005;0;0
20.07.2024 06:00;0;0;-0,005;0;0
20.07.2024 07:00;0;115,84;10,057;0;9573,206827
20.07.2024 08:00;0;270,03;24,748;0;29548,22147
20.07.2024 09:00;0;437,08;39,799;0;36791,91201
20.07.2024 10:00;0;540,29;48,574;0;45596,39763
20.07.2024 11:00;0;578,92;51,623;0;52165,0048
20.07.2024 12:00;0;607,49;53,886;0;41875,21389
20.07.2024 13:00;277,73;579,25;51,408;277732,2642;36324,57523
20.07.2024 14:00;300,01;524,93;46,822;300012,9318;30197,10824
20.07.2024 15:00;264,18;393,01;35,31;264181,4613;19679,31964
20.07.2024 16:00;313,99;246,04;21,965;313993,1946;7571,43236
20.07.2024 17:00;352,77;96,567;7,9492;352770,7138;0
20.07.2024 18:00;344,37;0;-0,005;344370,9106;0
20.07.2024 19:00;320,84;0;-0,005;320842,0258;0
20.07.2024 20:00;312,72;0;-0,005;312723,5031;0
20.07.2024 21:00;292,46;0;-0,005;292456,9092;0
20.07.2024 22:00;274,91;0;-0,005;274911,6516;0
20.07.2024 23:00;273,17;0;-0,005;273171,4554;0
21.07.2024 00:00;263,17;0;-0,005;263174,469;0
21.07.2024 01:00;269,08;0;-0,005;269076,6907;0
21.07.2024 02:00;272,25;0;-0,005;272253,5324;0
21.07.2024 03:00;280,26;0;-0,005;280263,1912;0
21.07.2024 04:00;263,72;0;-0,005;263720,8519;0
21.07.2024 05:00;255,1;0;-0,005;255099,8459;0
21.07.2024 06:00;235,08;0;-0,005;235075,3555;0
21.07.2024 07:00;232,59;240,59;20,137;232586,8454;23246,04109
21.07.2024 08:00;155,18;490,27;44,48;155184,9442;39848,38678
21.07.2024 09:00;236,26;708,21;63,071;236264,9727;14916,44356
21.07.2024 10:00;324,48;872,42;75,474;324475,1968;24792,31758
21.07.2024 11:00;403,98;970,2;81,502;403978,6301;20795,01015
21.07.2024 12:00;436,6;993,85;82,538;436602,9739;29830,48328
21.07.2024 13:00;425,56;947,68;79,457;425556,8314;26108,86534
21.07.2024 14:00;372,24;834,14;71,69;372241,7908;9564,356261
21.07.2024 15:00;352,73;653,93;57,59;352731,102;19588,66822
21.07.2024 16:00;430,07;429,39;37,948;430065,7501;6792,606776
21.07.2024 17:00;441,22;185,2;14,309;441221,0388;0
21.07.2024 18:00;408,3;0;-0,005;408302,0935;0
21.07.2024 19:00;405,51;0;-0,005;405510,788;0
21.07.2024 20:00;398,44;0;-0,005;398442,9321;0
21.07.2024 21:00;395,66;0;-0,005;395659,2484;0
21.07.2024 22:00;367,42;0;-0,005;367420,7306;0
21.07.2024 23:00;370,26;0;-0,005;370263,092;0
22.07.2024 00:00;378,54;0;-0,005;378539,3295;0
22.07.2024 01:00;376,97;0;-0,005;376967,7887;0
22.07.2024 02:00;392,4;0;-0,005;392402,1072;0
22.07.2024 03:00;396,82;0;-0,005;396820,5338;0
22.07.2024 04:00;347,92;0;-0,005;347920,929;0
22.07.2024 05:00;320,14;0;-0,005;320144,8135;0
22.07.2024 06:00;322,56;0;-0,005;322563,8962;0
22.07.2024 07:00;331,8;267,94;22,371;331797,2107;25413,85841
22.07.2024 08:00;361,03;551,36;49,437;361033,699;30118,8493
22.07.2024 09:00;355,42;803,62;69,942;355417,9535;35572,38931
22.07.2024 10:00;366,27;968,26;80,995;366274,1852;42090,71548
22.07.2024 11:00;387,73;492,78;44,136;387732,9636;47662,30536
22.07.2024 12:00;399;522,15;46,614;399002,4948;49589,39452
22.07.2024 13:00;399,93;471,42;42,292;399930,4352;41100,83195
22.07.2024 14:00;377,34;460,82;41,509;377337,4176;28066,22594
22.07.2024 15:00;360,08;344,82;31,177;360084,6634;0
22.07.2024 16:00;436,79;225,53;20,244;436793,9148;0
22.07.2024 17:00;485,97;83,173;6,9037;485972,58;0
22.07.2024 18:00;479,67;0;-0,005;479674,5911;0
22.07.2024 19:00;456,28;0;-0,005;456279,953;0
22.07.2024 20:00;460,01;0;-0,005;460007,8659;0
22.07.2024 21:00;448,55;0;-0,005;448546,6766;0
22.07.2024 22:00;434,87;0;-0,005;434873,0164;0
22.07.2024 23:00;425,35;0;-0,005;425350,3876;0
23.07.2024 00:00;421,03;0;-0,005;421034,0576;0
23.07.2024 01:00;425,55;0;-0,005;425545,9137;0
23.07.2024 02:00;318,09;0;-0,005;318092,1402;0
23.07.2024 03:00;383,24;0;-0,005;383241,5771;0
23.07.2024 04:00;351,77;0;-0,005;351770,0272;0
23.07.2024 05:00;341,18;0;-0,005;341178,4286;0
23.07.2024 06:00;335,41;0;-0,005;335411,8881;0
23.07.2024 07:00;349,53;224,32;18,91;349533,9813;0
23.07.2024 08:00;370,31;471,11;43,059;370306,7093;20878,60288
23.07.2024 09:00;361,3;694,84;62,282;361298,1033;48612,81934
23.07.2024 10:00;373,49;868,06;75,441;373490,7074;53998,91531
23.07.2024 11:00;425,15;969,5;81,695;425146,4691;55238,24222
23.07.2024 12:00;426,88;999,35;83,084;426875,7324;51272,64569
23.07.2024 13:00;423,66;958,18;80,254;423656,1661;44807,84521
23.07.2024 14:00;409,43;844,01;72,49;409425,0946;32591,11856
23.07.2024 15:00;369,25;663,94;58,446;369253,273;18869,82071
23.07.2024 16:00;416,41;435,4;38,511;416412,2772;6735,135088
23.07.2024 17:00;488,67;187,92;14,572;488674,3927;0
23.07.2024 18:00;479,38;0;-0,005;479375,473;0
23.07.2024 19:00;463,74;0;-0,005;463736,4807;0
23.07.2024 20:00;445,17;0;-0,005;445169,5633;0
23.07.2024 21:00;427,23;0;-0,005;427229,9194;0
23.07.2024 22:00;416,13;0;-0,005;416132,4539;0
23.07.2024 23:00;403,84;0;-0,005;403838,1348;0
24.07.2024 00:00;394,59;0;-0,005;394591,568;0
24.07.2024 01:00;396,61;0;-0,005;396614,4257;0
24.07.2024 02:00;391,82;0;-0,005;391824,9435;0
24.07.2024 03:00;394,07;0;-0,005;394065,3687;0
24.07.2024 04:00;358,57;0;-0,005;358569,1299;0
24.07.2024 05:00;365,11;0;-0,005;365107,9941;0
24.07.2024 06:00;350,47;0;-0,005;350473,1369;0
24.07.2024 07:00;355,03;163,03;14,026;355033,2565;20262,93944
24.07.2024 08:00;331,9;319,23;29,5;331895,5536;41451,78908
24.07.2024 09:00;173,39;482,34;44,32;173388,2389;53101,78989
24.07.2024 10:00;318,72;674,48;60,658;318723,1598;55550,22728
24.07.2024 11:00;382,14;741,68;65,763;382143,631;53574,05111
24.07.2024 12:00;399,03;776,29;68,372;399026,268;51371,67793
24.07.2024 13:00;399,96;722,52;63,865;399963,8748;44233,85305
24.07.2024 14:00;391,26;613,33;54,919;391264,8773;35277,62578
24.07.2024 15:00;361,62;498,44;45,099;361619,4839;18613,15194
24.07.2024 16:00;434,31;306,1;27,625;434305,8929;3621,936054
24.07.2024 17:00;506,68;116,17;9,5735;506678,7338;0
24.07.2024 18:00;493,93;0;-0,005;493926,7807;0
24.07.2024 19:00;484,45;0;-0,005;484454,834;0
24.07.2024 20:00;464,2;0;-0,005;464199,5697;0
24.07.2024 21:00;443,39;0;-0,005;443386,3373;0
24.07.2024 22:00;432,8;0;-0,005;432802,9404;0
24.07.2024 23:00;417,68;0;-0,005;417677,1393;0
25.07.2024 00:00;406,71;0;-0,005;406709,2133;0
25.07.2024 01:00;398,36;0;-0,005;398360,4279;0
25.07.2024 02:00;406;0;-0,005;406001,6556;0
25.07.2024 03:00;402,33;0;-0,005;402332,1533;0
25.07.2024 04:00;357,47;0;-0,005;357465,6448;0
25.07.2024 05:00;335,27;0;-0,005;335265,6631;0
25.07.2024 06:00;328,61;0;-0,005;328614,6088;0
25.07.2024 07:00;341,47;128,18;11,281;341467,1555;22655,24899
25.07.2024 08:00;344,06;261,25;24,378;344059,7076;43009,76813
25.07.2024 09:00;350,65;407,08;37,909;350653,5187;53658,30134
25.07.2024 10:00;371,39;552,18;50,764;371389,1907;61475,17777
25.07.2024 11:00;407,75;629,95;57,149;407747,2992;61997,13883
25.07.2024 12:00;394,75;677,96;60,9;394750,7858;58438,02082
25.07.2024 13:00;404,8;629,22;56,767;404802,8488;50092,39033
25.07.2024 14:00;386,64;559,68;50,854;386638,1073;35935,50796
25.07.2024 15:00;355,88;430,7;39,496;355882,0038;18836,77508
25.07.2024 16:00;444,89;252,72;23,067;444888,9771;7158,916122
25.07.2024 17:00;516,71;98,787;8,3346;516708,6639;0
25.07.2024 18:00;504,52;0;-0,005;504516,3727;0
25.07.2024 19:00;473,93;0;-0,005;473926,2085;0
25.07.2024 20:00;448,34;0;-0,005;448338,7375;0
25.07.2024 21:00;429,24;0;-0,005;429238,5635;0
25.07.2024 22:00;412,41;0;-0,005;412414,0549;0
25.07.2024 23:00;405,99;0;-0,005;405985,0464;0
26.07.2024 00:00;396,48;0;-0,005;396475,0671;0
26.07.2024 01:00;404,91;0;-0,005;404910,6674;0
26.07.2024 02:00;411,13;0;-0,005;411134,491;0
26.07.2024 03:00;404,88;0;-0,005;404875,7172;0
26.07.2024 04:00;350,83;0;-0,005;350833,1985;0
26.07.2024 05:00;352,99;0;-0,005;352992,4545;0
26.07.2024 06:00;343,68;0;-0,005;343678,7949;0
26.07.2024 07:00;346,02;191,16;16,321;346019,5999;0
26.07.2024 08:00;372,16;414,1;38,155;372155,2658;29837,26604
26.07.2024 09:00;360,22;608,39;55,39;360224,4186;49269,96983
26.07.2024 10:00;376,48;786,24;69,576;376479,2862;60245,98457
26.07.2024 11:00;416,12;861,62;74,762;416115,8371;61128,40699
26.07.2024 12:00;412,99;860,82;74,433;412992,2562;56832,99501
26.07.2024 13:00;389,23;816,63;70,918;389227,9434;48984,0485
26.07.2024 14:00;380,14;709,24;62,56;380144,2184;34234,19204
26.07.2024 15:00;339,5;562,66;50,415;339498,0621;19708,70612
26.07.2024 16:00;410,5;362,45;32,436;410502,9602;6358,349208
26.07.2024 17:00;470,61;143,72;11,403;470605,5756;0
26.07.2024 18:00;483,21;0;-0,005;483211,7538;0
26.07.2024 19:00;467,19;0;-0,005;467193,779;0
26.07.2024 20:00;446,34;0;-0,005;446337,5626;0
26.07.2024 21:00;429,78;0;-0,005;429783,3939;0
26.07.2024 22:00;412,39;0;-0,005;412385,0327;0
26.07.2024 23:00;406,12;0;-0,005;406121,17;0
27.07.2024 00:00;396,88;0;-0,005;396876,6327;0
27.07.2024 01:00;396,52;0;-0,005;396523,6435;0
27.07.2024 02:00;398,57;0;-0,005;398573,5245;0
27.07.2024 03:00;397,91;0;-0,005;397909,3018;0
27.07.2024 04:00;354,45;0;-0,005;354446,022;0
27.07.2024 05:00;313,69;0;-0,005;313688,858;0
27.07.2024 06:00;305,79;0;-0,005;305794,2886;0
27.07.2024 07:00;315,36;172,56;14,714;315364,4714;22551,06111
27.07.2024 08:00;322,64;378,23;34,756;322641,3803;40736,53248
27.07.2024 09:00;328,7;509,5;46,576;328701,8204;52147,93239
27.07.2024 10:00;342,78;620,37;55,925;342777,7557;59614,69713
27.07.2024 11:00;383,1;693,36;61,63;383095,0165;59419,07409
27.07.2024 12:00;389,76;752,31;66,09;389756,134;55142,96969
27.07.2024 13:00;369,06;622,86;55,443;369058,3344;45816,92251
27.07.2024 14:00;361,06;480,7;43,411;361056,8237;33232,26992
27.07.2024 15:00;326,68;401,99;36,449;326684,9899;19591,20961
27.07.2024 16:00;399,98;277,24;25,011;399984,9243;7005,112426
27.07.2024 17:00;479,54;93,777;7,814;479535,5072;0
27.07.2024 18:00;486,12;0;-0,005;486116,3254;0
27.07.2024 19:00;474,89;0;-0,005;474890,6021;0
27.07.2024 20:00;465,63;0;-0,005;465627,3193;0
27.07.2024 21:00;445,79;0;-0,005;445790,3366;0
27.07.2024 22:00;430,48;0;-0,005;430479,7821;0
27.07.2024 23:00;421,79;0;-0,005;421794,9219;0
28.07.2024 00:00;424,1;0;-0,005;424103,9963;0
28.07.2024 01:00;420,15;0;-0,005;420149,5285;0
28.07.2024 02:00;445,98;0;-0,005;445982,9102;0
28.07.2024 03:00;429,27;0;-0,005;429274,7726;0
28.07.2024 04:00;371,64;0;-0,005;371639,122;0
28.07.2024 05:00;321,4;0;-0,005;321403,4576;0
28.07.2024 06:00;299,9;0;-0,005;299899,8108;0
28.07.2024 07:00;322,54;57,034;4,8148;322543,1519;15801,80983
28.07.2024 08:00;326,21;128,56;11,588;326212,4176;36839,6214
28.07.2024 09:00;317,83;197,76;17,948;317828,0029;39110,66422
28.07.2024 10:00;328,25;245,87;22,344;328245,3918;58644,32823
28.07.2024 11:00;376,38;275,86;25,034;376379,3259;59266,32239
28.07.2024 12:00;387,2;294,24;26,703;387201,4847;55105,08705
28.07.2024 13:00;370,48;280,65;25,428;370476,86;46734,34632
28.07.2024 14:00;365,74;250,08;22,604;365744,1101;33782,66508
28.07.2024 15:00;366,84;191,1;17,17;366841,2323;19878,24617
28.07.2024 16:00;441,39;122,75;10,844;441394,6838;4186,854415
28.07.2024 17:00;485,49;47,704;3,8826;485488,0447;0
28.07.2024 18:00;492,83;0;-0,005;492825,386;0
28.07.2024 19:00;469,08;0;-0,005;469077,4002;0
28.07.2024 20:00;456,52;0;-0,005;456519,5313;0
28.07.2024 21:00;445,69;0;-0,005;445689,9033;0
28.07.2024 22:00;431,31;0;-0,005;431313,0341;0
28.07.2024 23:00;416,25;0;-0,005;416254,4403;0
29.07.2024 00:00;412,46;0;-0,005;412462,4023;0
29.07.2024 01:00;412,32;0;-0,005;412322,9599;0
29.07.2024 02:00;422,93;0;-0,005;422930,7098;0
29.07.2024 03:00;422,83;0;-0,005;422828,186;0
29.07.2024 04:00;386,93;0;-0,005;386926,1398;0
29.07.2024 05:00;358,86;0;-0,005;358856,5903;0
29.07.2024 06:00;334,67;0;-0,005;334670,6314;0
29.07.2024 07:00;317,53;62,684;5,3771;317533,3862;0
29.07.2024 08:00;304,09;217,1;19,966;304094,2993;4012,971723
29.07.2024 09:00;306,82;212,3;19,486;306817,2379;40634,22426
29.07.2024 10:00;328,03;289,36;26,625;328029,8538;35612,63491
29.07.2024 11:00;349,16;386,09;35,308;349164,6805;58481,16997
29.07.2024 12:00;368,2;409,93;37,555;368202,9495;55700,1224
29.07.2024 13:00;374,1;470,54;42,831;374099,4339;45370,25216
29.07.2024 14:00;363,53;439,7;40,156;363534,9731;34568,6022
29.07.2024 15:00;352,38;233,92;21,377;352379,6768;19116,29377
29.07.2024 16:00;394,29;334,08;30,268;394286,2473;7857,083923
29.07.2024 17:00;467,37;178,99;14,484;467373,4741;0
29.07.2024 18:00;478,08;0;-0,005;478077,6596;0
29.07.2024 19:00;462,44;0;-0,005;462440,3076;0
29.07.2024 20:00;459,33;0;-0,005;459327,3926;0
29.07.2024 21:00;455,53;0;-0,005;455525,6348;0
29.07.2024 22:00;441,17;0;-0,005;441167,8848;0
29.07.2024 23:00;423,04;0;-0,005;423043,8309;0
30.07.2024 00:00;402,75;0;-0,005;402750,9766;0
30.07.2024 01:00;406,95;0;-0,005;406950,737;0
30.07.2024 02:00;418,39;0;-0,005;418391,1438;0
