Date (GMT -3);Load (KW);Irradiation (W/m2);PV generation base (100kW);P [W];PV [W]
11.04.2024 09:00;303,89;749,65;66,699;303885,5438;8133,24645
11.04.2024 10:00;333,34;922,32;79,458;333340,8966;17674,14324
11.04.2024 11:00;372,77;1023,2;85,264;372772,7585;26368,06911
11.04.2024 12:00;383,22;1046,5;85,937;383223,9609;20773,81644
11.04.2024 13:00;354,63;992,95;82,741;354632,7362;15238,80319
11.04.2024 14:00;336,87;867,16;74,421;336873,6801;10156,33018
11.04.2024 15:00;315,35;677,13;59,648;315354,5456;17476,42248
11.04.2024 16:00;399,41;437,27;38,607;399412,5061;1170,125268
11.04.2024 17:00;421,51;179,83;13,366;421507,9956;0
11.04.2024 18:00;415,19;0;-0,005;415188,2019;0
11.04.2024 19:00;407,28;0;-0,005;407282,4173;0
11.04.2024 20:00;380,28;0;-0,005;380284,4238;0
11.04.2024 21:00;369,39;0;-0,005;369386,2839;0
11.04.2024 22:00;360,9;0;-0,005;360898,0942;0
11.04.2024 23:00;356,14;0;-0,005;356137,3138;0
12.04.2024 00:00;357,91;0;-0,005;357914,093;0
12.04.2024 01:00;359,01;0;-0,005;359013,0844;0
12.04.2024 02:00;363,41;0;-0,005;363406,3644;0
12.04.2024 03:00;370,32;0;-0,005;370320,9686;0
12.04.2024 04:00;316,11;0;-0,005;316112,8922;0
12.04.2024 05:00;334,01;0;-0,005;334011,4288;0
12.04.2024 06:00;305,67;9,0539;0,4715;305671,4096;10124,95364
12.04.2024 07:00;319,19;275,73;23,576;319189,4913;30880,37554
12.04.2024 08:00;335,67;538,31;49,178;335665,3824;44553,12741
12.04.2024 09:00;329,62;769,4;68,385;329623,1232;54407,99937
12.04.2024 10:00;353,56;943,12;81,007;353557,6096;60221,97666
12.04.2024 11:00;378,06;1045,7;86,704;378062,3779;57315,00098
12.04.2024 12:00;391,56;1069,5;87,184;391555,5573;50855,25604
12.04.2024 13:00;377,55;1013;83,88;377545,6085;43226,8259
12.04.2024 14:00;361,44;882,47;75,52;361438,4689;32041,39173
12.04.2024 15:00;312,91;688,79;60,608;312905,7007;17240,97934
12.04.2024 16:00;389,17;444,58;39,242;389171,7148;4942,269996
12.04.2024 17:00;442,33;181,61;13,479;442330,3833;0
12.04.2024 18:00;455,07;0;-0,005;455068,3594;0
12.04.2024 19:00;435,52;0;-0,005;435524,3073;0
12.04.2024 20:00;425,27;0;-0,005;425267,7002;0
12.04.2024 21:00;414,13;0;-0,005;414125,6332;0
12.04.2024 22:00;399,33;0;-0,005;399325,882;0
12.04.2024 23:00;385,64;0;-0,005;385640,9683;0
13.04.2024 00:00;372,65;0;-0,005;372646,1411;0
13.04.2024 01:00;367,67;0;-0,005;367670,5551;0
13.04.2024 02:00;370,62;0;-0,005;370619,8654;0
13.04.2024 03:00;372,39;0;-0,005;372390,2969;0
13.04.2024 04:00;363,33;0;-0,005;363328,9337;0
13.04.2024 05:00;321,83;0;-0,005;321827,9953;0
13.04.2024 06:00;308,21;9,3223;0,4968;308208,374;19106,95172
13.04.2024 07:00;298,43;260,01;22,34;298434,7305;33021,67786
13.04.2024 08:00;283,01;521,81;47,846;283012,352;50693,68725
13.04.2024 09:00;271,21;752,56;67,196;271213,4705;47811,49883
13.04.2024 10:00;305,3;926,43;80,027;305300,5524;41617,23406
13.04.2024 11:00;317,76;1033,1;86,354;317757,0724;46881,18297
13.04.2024 12:00;332,78;1055,6;86,892;332779,274;57517,30266
13.04.2024 13:00;313,52;1006,4;83,899;313516,571;43050,09494
13.04.2024 14:00;300,82;885,21;75,928;300819,9997;34165,76675
13.04.2024 15:00;275,81;684,7;60,443;275811,3937;10796,43289
13.04.2024 16:00;362,31;434,88;38,506;362305,9464;0
13.04.2024 17:00;394,64;174,86;13,036;394642,9977;0
13.04.2024 18:00;401,09;0;-0,005;401089,6072;0
13.04.2024 19:00;393,97;0;-0,005;393972,496;0
13.04.2024 20:00;379,89;0;-0,005;379894,4778;0
13.04.2024 21:00;373,35;0;-0,005;373354,9423;0
13.04.2024 22:00;357,13;0;-0,005;357133,8959;0
13.04.2024 23:00;347,45;0;-0,005;347449,173;0
14.04.2024 00:00;354,78;0;-0,005;354778,5034;0
14.04.2024 01:00;366,03;0;-0,005;366025,4211;0
14.04.2024 02:00;353,66;0;-0,005;353655,4794;0
14.04.2024 03:00;356,31;0;-0,005;356311,7981;0
14.04.2024 04:00;307,98;0;-0,005;307982,2235;0
14.04.2024 05:00;291,15;0;-0,005;291149,5895;0
14.04.2024 06:00;289,84;9,5233;0,5138;289838,2416;0
14.04.2024 07:00;246,14;252,44;21,72;246141,4375;133,9737135
14.04.2024 08:00;255,55;502,62;46,081;255554,3137;2327,326424
14.04.2024 09:00;251,93;719,15;64,409;251934,6352;6023,557617
14.04.2024 10:00;252,37;883,12;76,744;252367,6414;8350,548815
14.04.2024 11:00;192,79;982,62;82,945;192790,3481;7074,176542
14.04.2024 12:00;284,69;1005,3;83,89;284693,7027;11278,99768
14.04.2024 13:00;279,42;949,99;80,099;279423,1186;8136,56991
14.04.2024 14:00;282,15;824,06;71,3;282153,1754;2954,853562
14.04.2024 15:00;303,72;630,18;55,937;303724,1516;0
14.04.2024 16:00;355,63;401,58;35,593;355631,3477;0
14.04.2024 17:00;355,9;156,15;11,703;355900,4364;0
14.04.2024 18:00;364,92;0;-0,005;364918,5333;0
14.04.2024 19:00;369,47;0;-0,005;369473,9456;0
14.04.2024 20:00;367,91;0;-0,005;367907,7682;0
14.04.2024 21:00;356,62;0;-0,005;356616,6992;0
14.04.2024 22:00;340,6;0;-0,005;340604,6906;0
14.04.2024 23:00;336,59;0;-0,005;336585,0525;0
15.04.2024 00:00;345,47;0;-0,005;345471,0693;0
15.04.2024 01:00;338,79;0;-0,005;338794,5557;0
15.04.2024 02:00;347,23;0;-0,005;347230,6137;0
15.04.2024 03:00;340,42;0;-0,005;340416,6107;0
15.04.2024 04:00;302,78;0;-0,005;302777,0386;0
15.04.2024 05:00;300,67;0;-0,005;300671,8979;0
15.04.2024 06:00;286,04;9,3005;0,4918;286037,3306;555,1630045
15.04.2024 07:00;279,34;207,72;18,071;279336,7081;18216,80516
15.04.2024 08:00;275,03;426,81;39,324;275030,1285;36008,4144
15.04.2024 09:00;290,44;610,06;55,346;290438,4995;34684,76415
15.04.2024 10:00;296,48;764,84;67,846;296478,1265;44882,46446
15.04.2024 11:00;311,78;840,17;73,308;311777,7863;53269,54312
15.04.2024 12:00;335,6;862,92;74,732;335599,9985;55361,26824
15.04.2024 13:00;340,37;809,66;70,536;340374,6567;40876,17164
15.04.2024 14:00;336,24;707,21;62,465;336237,0148;21310,22843
15.04.2024 15:00;316,4;541,96;48,69;316403,717;0
15.04.2024 16:00;376,93;338,19;30,264;376933,0521;0
15.04.2024 17:00;406,75;125,54;9,7409;406752,8763;0
15.04.2024 18:00;403,86;0;-0,005;403856,6666;0
15.04.2024 19:00;402,15;0;-0,005;402151,2985;0
15.04.2024 20:00;394,64;0;-0,005;394639,0686;0
15.04.2024 21:00;361,13;0;-0,005;361130,3406;0
15.04.2024 22:00;242,23;0;-0,005;242229,4083;0
15.04.2024 23:00;296,55;0;-0,005;296547,5235;0
16.04.2024 00:00;287,14;0;-0,005;287139,3738;0
16.04.2024 01:00;303,46;0;-0,005;303455,2612;0
16.04.2024 02:00;282,52;0;-0,005;282517,3111;0
16.04.2024 03:00;299,07;0;-0,005;299066,3071;0
16.04.2024 04:00;257,1;0;-0,005;257096,4661;0
16.04.2024 05:00;268,64;0;-0,005;268644,9585;0
16.04.2024 06:00;273,03;9,0975;0,4761;273027,6108;0
16.04.2024 07:00;274;214,84;18,791;274004,7836;8267,110775
16.04.2024 08:00;280;432,22;39,953;280003,0212;31711,62116
16.04.2024 09:00;273,39;624,76;56,82;273386,528;58567,07581
16.04.2024 10:00;278,65;796,54;70,555;278652,5497;55229,08309
16.04.2024 11:00;322,73;884,33;76,78;322726,3641;56597,46947
16.04.2024 12:00;315,72;908,32;78,208;315716,0263;57858,29174
16.04.2024 13:00;311,83;859,97;74,55;311826,4694;42131,95298
16.04.2024 14:00;322,03;778,3;68,275;322032,196;26848,77782
16.04.2024 15:00;318,05;605,93;54,249;318047,0581;11031,97405
16.04.2024 16:00;394,96;386,88;34,524;394959,198;2076,089537
16.04.2024 17:00;411,27;161,42;12,12;411273,2849;0
16.04.2024 18:00;423,31;0;-0,005;423305,5573;0
16.04.2024 19:00;408,67;0;-0,005;408665,0009;0
16.04.2024 20:00;392,83;0;-0,005;392834,1751;0
16.04.2024 21:00;377,72;0;-0,005;377716,2018;0
16.04.2024 22:00;364,53;0;-0,005;364532,7225;0
16.04.2024 23:00;356,65;0;-0,005;356654,2816;0
17.04.2024 00:00;364,47;0;-0,005;364468,2999;0
17.04.2024 01:00;356,17;0;-0,005;356170,1813;0
17.04.2024 02:00;347,76;0;-0,005;347763,237;0
17.04.2024 03:00;361,33;0;-0,005;361334,2819;0
17.04.2024 04:00;308,92;0;-0,005;308918,7546;0
17.04.2024 05:00;309,33;0;-0,005;309330,6198;0
17.04.2024 06:00;152;9,6831;0,5291;151998,1308;0
17.04.2024 07:00;92,03;215,41;18,855;92028,20587;17395,368
17.04.2024 08:00;229,05;416,97;38,57;229051,1208;30860,16688
17.04.2024 09:00;215,92;600,36;54,675;215924,5796;47097,83259
17.04.2024 10:00;218,01;744,37;66,469;218008,667;51090,74536
17.04.2024 11:00;251;816,6;71,782;250999,7864;49437,37497
17.04.2024 12:00;267,62;873,1;75,745;267621,8491;44660,02564
17.04.2024 13:00;273,72;837,46;72,937;273717,598;19643,35723
17.04.2024 14:00;269,93;737,07;65,099;269925,2625;2764,307182
17.04.2024 15:00;191,19;573,04;51,523;191194,622;0
17.04.2024 16:00;331,39;405,37;36,136;331393,2953;0
17.04.2024 17:00;378,35;161,32;12,031;378348,259;0
17.04.2024 18:00;363,42;0;-0,005;363418,9987;0
17.04.2024 19:00;356,17;0;-0,005;356171,1044;0
17.04.2024 20:00;339,88;0;-0,005;339882,9803;0
17.04.2024 21:00;318,27;0;-0,005;318272,728;0
17.04.2024 22:00;308,7;0;-0,005;308703,5522;0
17.04.2024 23:00;300,51;0;-0,005;300510,231;0
18.04.2024 00:00;291,91;0;-0,005;291905,0674;0
18.04.2024 01:00;290,34;0;-0,005;290338,6536;0
18.04.2024 02:00;284,36;0;-0,005;284361,9385;0
18.04.2024 03:00;294,55;0;-0,005;294552,5131;0
18.04.2024 04:00;253,18;0;-0,005;253184,2079;0
18.04.2024 05:00;264,18;0;-0,005;264184,0744;0
18.04.2024 06:00;263,58;0;-0,005;263578,6324;0
18.04.2024 07:00;278,51;127,59;11,508;278505,806;23079,84876
18.04.2024 08:00;281,7;239,29;22,265;281700,1724;28647,45694
18.04.2024 09:00;263,36;567,5;52,037;263360,8284;21279,77851
18.04.2024 10:00;212,86;746,2;66,799;212862,8235;41562,42596
18.04.2024 11:00;234,14;788,72;69,69;234143,9743;48949,36437
18.04.2024 12:00;268,52;615,43;55,441;268519,2184;50934,34003
18.04.2024 13:00;289,27;508,29;46,12;289273,735;44799,81296
18.04.2024 14:00;256,18;428,78;39,119;256178,1731;20769,69339
18.04.2024 15:00;284,98;448,17;40,918;284984,1537;16662,994
18.04.2024 16:00;395,08;312,76;28,298;395079,0482;0
18.04.2024 17:00;285,87;131;10,054;285874,3134;0
18.04.2024 18:00;416,42;0;-0,005;416422,6837;0
18.04.2024 19:00;402,36;0;-0,005;402360,2829;0
18.04.2024 20:00;383,01;0;-0,005;383009,4528;0
18.04.2024 21:00;371,93;0;-0,005;371929,6875;0
18.04.2024 22:00;362,19;0;-0,005;362193,5654;0
18.04.2024 23:00;353,16;0;-0,005;353164,9704;0
19.04.2024 00:00;342,44;0;-0,005;342439,7659;0
19.04.2024 01:00;346,75;0;-0,005;346750,5264;0
19.04.2024 02:00;359,59;0;-0,005;359588,295;0
19.04.2024 03:00;359,07;0;-0,005;359071,4645;0
19.04.2024 04:00;267,23;0;-0,005;267226,0628;0
19.04.2024 05:00;290,27;0;-0,005;290270,6146;0
19.04.2024 06:00;310,45;8,4975;0,4222;310450,4776;0
19.04.2024 07:00;323,2;185,68;16,538;323197,7997;9738,798375
19.04.2024 08:00;332,35;368,98;34,138;332347,8928;26728,10521
19.04.2024 09:00;347,98;529,32;48,426;347978,5156;27078,5502
19.04.2024 10:00;344,45;638,6;57,677;344445,1447;37596,83092
19.04.2024 11:00;370,53;728,35;64,825;370526,6418;47943,61125
19.04.2024 12:00;373,13;734,77;65,143;373132,2937;50563,3809
19.04.2024 13:00;347,38;709,86;62,996;347378,5782;3859,419662
19.04.2024 14:00;327,44;606,02;54,409;327441,0629;5267,943148
19.04.2024 15:00;307,57;442,12;40,162;307566,9327;0
19.04.2024 16:00;382,99;284,84;25,715;382991,0583;0
19.04.2024 17:00;381,12;106,63;8,6494;381123,4818;0
19.04.2024 18:00;380,72;0;-0,005;380722,9233;0
19.04.2024 19:00;361,52;0;-0,005;361521,2708;0
19.04.2024 20:00;358,65;0;-0,005;358646,3623;0
19.04.2024 21:00;349,34;0;-0,005;349336,3647;0
19.04.2024 22:00;338,99;0;-0,005;338990,2802;0
19.04.2024 23:00;337,2;0;-0,005;337199,5621;0
20.04.2024 00:00;329,96;0;-0,005;329962,7914;0
20.04.2024 01:00;321,97;0;-0,005;321972,5571;0
20.04.2024 02:00;351,71;0;-0,005;351710,9909;0
20.04.2024 03:00;360,28;0;-0,005;360277,7328;0
20.04.2024 04:00;305,29;0;-0,005;305288,063;0
20.04.2024 05:00;274,78;0;-0,005;274784,5993;0
20.04.2024 06:00;268,09;9,8548;0,5447;268087,4481;292,4908967
20.04.2024 07:00;258,34;233,27;20,352;258343,914;8630,648592
20.04.2024 08:00;259,72;471,57;43,593;259718,7271;12965,9891
20.04.2024 09:00;286,13;678,11;61,416;286131,6223;39464,30314
20.04.2024 10:00;313,22;834,63;73,664;313218,6508;57397,0376
20.04.2024 11:00;312,21;926,48;79,988;312211,4792;55017,04596
20.04.2024 12:00;321,83;947,69;81,205;321834,8389;59822,06001
20.04.2024 13:00;300,84;893,82;77,19;300838,2645;44603,227
20.04.2024 14:00;296,37;775,64;68,339;296370,8115;20909,1951
20.04.2024 15:00;293,2;595,13;53,576;293200,9201;989,0178235
20.04.2024 16:00;358,01;368,59;33,071;358007,9956;0
20.04.2024 17:00;379,06;138,49;10,596;379064,064;0
20.04.2024 18:00;389,62;0;-0,005;389617,6376;0
20.04.2024 19:00;396,34;0;-0,005;396339,9353;0
20.04.2024 20:00;403,98;0;-0,005;403978,9963;0
20.04.2024 21:00;391,24;0;-0,005;391236,145;0
20.04.2024 22:00;371,74;0;-0,005;371744,9341;0
20.04.2024 23:00;359,71;0;-0,005;359707,3135;0
21.04.2024 00:00;364,82;0;-0,005;364820,3659;0
21.04.2024 01:00;360,77;0;-0,005;360768,7302;0
21.04.2024 02:00;362,93;0;-0,005;362925,6897;0
21.04.2024 03:00;365,92;0;-0,005;365922,8134;0
21.04.2024 04:00;314,93;0;-0,005;314925,9186;0
21.04.2024 05:00;298,14;0;-0,005;298140,9836;0
21.04.2024 06:00;281,24;9,4659;0,5095;281237,709;7333,09958
21.04.2024 07:00;269,96;209,69;18,375;269955,1773;23383,53945
21.04.2024 08:00;276,43;418,24;38,675;276430,2292;41601,38212
21.04.2024 09:00;276,04;599,2;54,537;276037,5061;38660,9737
21.04.2024 10:00;278,33;750,6;66,911;278330,2841;48013,24794
21.04.2024 11:00;319,22;838,04;73,351;319223,2361;30121,68659
21.04.2024 12:00;319,9;847,34;73,775;319902,2675;44637,69889
21.04.2024 13:00;303,67;803,68;70,3;303674,1409;38841,27062
21.04.2024 14:00;295,56;692,21;61,424;295564,476;32210,44163
21.04.2024 15:00;275,43;531,61;47,943;275428,6194;163,9534594
21.04.2024 16:00;349,69;324,09;29,065;349692,8711;0
21.04.2024 17:00;368,44;116,82;9,1064;368438,9648;0
21.04.2024 18:00;374,72;0;-0,005;374719,3069;0
21.04.2024 19:00;370,89;0;-0,005;370886,3525;0
21.04.2024 20:00;348,04;0;-0,005;348039,444;0
21.04.2024 21:00;342,79;0;-0,005;342787,2772;0
21.04.2024 22:00;331,35;0;-0,005;331347,1451;0
21.04.2024 23:00;325,33;0;-0,005;325329,361;0
22.04.2024 00:00;328,28;0;-0,005;328282,6996;0
22.04.2024 01:00;331,11;0;-0,005;331106,2241;0
22.04.2024 02:00;331,66;0;-0,005;331662,1704;0
22.04.2024 03:00;329,85;0;-0,005;329848,9532;0
22.04.2024 04:00;298,06;0;-0,005;298063,858;0
22.04.2024 05:00;292,6;0;-0,005;292603,7216;0
22.04.2024 06:00;284,81;9,0148;0,4613;284814,0182;20676,83739
22.04.2024 07:00;269,09;195,66;17,19;269089,5462;19469,43123
22.04.2024 08:00;277,48;410,72;37,913;277479,8965;32257,01827
22.04.2024 09:00;276,9;614,59;55,777;276904,8157;24882,57611
22.04.2024 10:00;290,88;796,79;70,299;290876,3962;38624,95729
22.04.2024 11:00;308,76;826,11;72,213;308761,3678;63606,16866
22.04.2024 12:00;312,2;867,72;75,036;312204,3304;57851,62793
22.04.2024 13:00;304,56;842,45;72,95;304560,0433;40754,78523
22.04.2024 14:00;293,67;697,8;61,666;293667,7246;9779,548412
22.04.2024 15:00;206,79;543,89;48,868;206794,3497;5008,899453
22.04.2024 16:00;336,53;316,06;28,296;336529,0985;0
22.04.2024 17:00;395,56;125,24;9,5191;395559,3109;0
22.04.2024 18:00;403,92;0;-0,005;403924,2401;0
22.04.2024 19:00;381,98;0;-0,005;381975,0366;0
22.04.2024 20:00;374,99;0;-0,005;374988,0447;0
22.04.2024 21:00;368,9;0;-0,005;368898,3765;0
22.04.2024 22:00;359,45;0;-0,005;359445,8466;0
22.04.2024 23:00;350,19;0;-0,005;350192,2989;0
23.04.2024 00:00;342,17;0;-0,005;342170,0287;0
23.04.2024 01:00;347,89;0;-0,005;347894,9509;0
23.04.2024 02:00;365,15;0;-0,005;365152,3361;0
23.04.2024 03:00;352,06;0;-0,005;352063,4003;0
23.04.2024 04:00;305,28;0;-0,005;305276,3519;0
23.04.2024 05:00;297,07;0;-0,005;297073,761;0
23.04.2024 06:00;337,17;0;-0,005;337171,669;0
23.04.2024 07:00;348,93;57,635;4,9249;348928,4286;4985,455353
23.04.2024 08:00;348;135,78;12,371;348003,8147;27501,65177
23.04.2024 09:00;329,24;228,34;21,042;329237,3657;40106,78693
23.04.2024 10:00;349,13;269,17;24,798;349132,37;50482,36105
23.04.2024 11:00;387,58;314,84;28,978;387581,3599;58705,77942
23.04.2024 12:00;391,01;368,84;34,043;391007,0648;52524,85487
23.04.2024 13:00;388,92;328,39;30,158;388915,4968;41465,44017
23.04.2024 14:00;92,36;267,02;24,511;92356,0791;26665,12562
23.04.2024 15:00;0;219,99;20,127;0;15544,5532
23.04.2024 16:00;65,18;137,62;12,383;65184,50165;0
23.04.2024 17:00;225,13;43,016;3,5044;225127,6016;0
23.04.2024 18:00;0;0;-0,005;0;0
23.04.2024 19:00;0;0;-0,005;0;0
23.04.2024 20:00;0;0;-0,005;0;0
23.04.2024 21:00;0;0;-0,005;0;0
23.04.2024 22:00;0;0;-0,005;0;0
23.04.2024 23:00;0;0;-0,005;0;0
24.04.2024 00:00;0;0;-0,005;0;0
24.04.2024 01:00;0;0;-0,005;0;0
24.04.2024 02:00;0;0;-0,005;0;0
24.04.2024 03:00;0;0;-0,005;0;0
24.04.2024 04:00;0;0;-0,005;0;0
24.04.2024 05:00;0;0;-0,005;0;0
24.04.2024 06:00;185,44;0;-0,005;185442,7109;202,8871106
24.04.2024 07:00;223;21,191;1,5393;222998,8403;32118,28644
24.04.2024 08:00;216,6;58,357;5,0097;216601,696;41927,10365
24.04.2024 09:00;256,99;158,34;14,536;256985,7712;43418,07187
24.04.2024 10:00;280,56;321,43;29,777;280560,3561;58460,2226
24.04.2024 11:00;323,05;574,67;52,542;323046,5622;55536,33339
24.04.2024 12:00;252,68;537,03;48,95;252680,336;50807,45428
24.04.2024 13:00;213,7;517,99;47,243;213703,9032;32281,62402
24.04.2024 14:00;250,74;427,42;39,426;250742,775;2179,079871
24.04.2024 15:00;249,46;246,36;22,576;249461,2732;15541,33304
24.04.2024 16:00;312,36;210,12;19,099;312358,5434;0
24.04.2024 17:00;341,88;51,957;4,3173;341880,4855;0
24.04.2024 18:00;352,78;0;-0,005;352784,8511;0
24.04.2024 19:00;339,94;0;-0,005;339941,6656;0
24.04.2024 20:00;325;0;-0,005;325000,0763;0
24.04.2024 21:00;314,39;0;-0,005;314391,3574;0
24.04.2024 22:00;302,29;0;-0,005;302290,1611;0
24.04.2024 23:00;295,79;0;-0,005;295789,4135;0
25.04.2024 00:00;285,47;0;-0,005;285470,253;0
25.04.2024 01:00;281,5;0;-0,005;281499,733;0
25.04.2024 02:00;303,71;0;-0,005;303708,6182;0
25.04.2024 03:00;306,09;0;-0,005;306092,659;0
25.04.2024 04:00;282,61;0;-0,005;282614,9826;0
25.04.2024 05:00;275,17;0;-0,005;275167,4728;0
25.04.2024 06:00;266,1;0;-0,005;266098,9685;202,5015785
25.04.2024 07:00;274,38;32,843;2,5885;274384,3918;27919,01688
25.04.2024 08:00;277,15;66,014;5,6697;277146,1182;30449,90261
25.04.2024 09:00;267,87;85,186;7,4754;267874,6643;34621,28773
25.04.2024 10:00;294,1;118,84;10,649;294101,9745;46841,00157
25.04.2024 11:00;320,4;139,81;12,679;320400,4211;42258,89921
25.04.2024 12:00;328,73;132,32;11,916;328726,3184;23611,09889
25.04.2024 13:00;343,65;127,78;11,475;343650,4593;6412,834424
25.04.2024 14:00;357,88;101,6;9,0097;357875,6714;3332,218684
25.04.2024 15:00;357,77;89,992;7,9549;357766,7542;250,4932268
25.04.2024 16:00;392,36;54,004;4,5417;392359,5276;0
25.04.2024 17:00;444,3;18,095;1,2501;444298,0423;0
25.04.2024 18:00;446,81;0;-0,005;446812,3169;0
25.04.2024 19:00;424,46;0;-0,005;424463,2111;0
25.04.2024 20:00;403,94;0;-0,005;403938,8199;0
25.04.2024 21:00;383,05;0;-0,005;383048,7518;0
25.04.2024 22:00;365,91;0;-0,005;365906,25;0
25.04.2024 23:00;360,37;0;-0,005;360370,9946;0
26.04.2024 00:00;351,36;0;-0,005;351360,5042;0
26.04.2024 01:00;354,31;0;-0,005;354305,8395;0
26.04.2024 02:00;353,63;0;-0,005;353627,182;0
26.04.2024 03:00;379,76;0;-0,005;379758,5983;0
26.04.2024 04:00;374,71;0;-0,005;374711,4944;0
26.04.2024 05:00;242,68;0;-0,005;242679,0543;0
26.04.2024 06:00;0;10,121;0,5672;0;17055,56018
26.04.2024 07:00;0;242,94;21,214;0;41441,07821
26.04.2024 08:00;0;489,86;45,22;0;56264,83703
26.04.2024 09:00;80,92;703,21;63,517;80916,62216;62375,02688
26.04.2024 10:00;213,45;874,71;76,753;213450,695;65700,93648
26.04.2024 11:00;226,23;978,79;83,817;226231,0715;50980,46211
26.04.2024 12:00;265,73;999,46;84,667;265726,5625;48247,83314
26.04.2024 13:00;259,33;946,11;81,032;259331,2302;36007,32191
26.04.2024 14:00;285,37;821,92;71,915;285370,5292;26926,83489
26.04.2024 15:00;298,26;622,74;55,925;298258,4839;14116,06757
26.04.2024 16:00;400,57;392,91;35,143;400569,2902;0
26.04.2024 17:00;434,56;149,8;11,173;434561,6455;0
26.04.2024 18:00;437,78;0;-0,005;437776,9241;0
26.04.2024 19:00;422,3;0;-0,005;422299,3927;0
26.04.2024 20:00;398,22;0;-0,005;398223,5336;0
26.04.2024 21:00;385;0;-0,005;384996,7804;0
26.04.2024 22:00;374,85;0;-0,005;374849,1974;0
26.04.2024 23:00;365,68;0;-0,005;365677,6962;0
27.04.2024 00:00;358,96;0;-0,005;358955,78;0
27.04.2024 01:00;356,05;0;-0,005;356045,845;0
27.04.2024 02:00;359,2;0;-0,005;359201,7975;0
27.04.2024 03:00;382,67;0;-0,005;382668,0603;0
27.04.2024 04:00;313,18;0;-0,005;313184,8373;0
27.04.2024 05:00;292,6;0;-0,005;292600,0137;0
27.04.2024 06:00;302,65;0;-0,005;302646,5759;23047,8252
27.04.2024 07:00;303,5;85,389;7,5356;303504,2877;43378,10865
27.04.2024 08:00;315,46;256,62;23,72;315464,8132;56377,10963
27.04.2024 09:00;309,34;390,8;35,981;309336,9446;62994,35076
27.04.2024 10:00;328,84;432,1;39,561;328843,3914;64817,40093
27.04.2024 11:00;347,15;493,5;44,879;347154,3121;52932,27196
27.04.2024 12:00;313,44;502,02;45,478;313436,3174;49045,64542
27.04.2024 13:00;334,22;405,92;36,809;334217,9642;46495,93888
27.04.2024 14:00;332,61;359,69;32,833;332606,5369;32662,62138
27.04.2024 15:00;317,81;261,71;23,844;317805,3589;15348,69773
27.04.2024 16:00;390,31;195,81;17,668;390305,687;3976,367275
27.04.2024 17:00;416,99;57,257;4,756;416987,8235;0
27.04.2024 18:00;421,91;0;-0,005;421905,7083;0
27.04.2024 19:00;419,21;0;-0,005;419213,7299;0
27.04.2024 20:00;411,72;0;-0,005;411723,2666;0
27.04.2024 21:00;391,35;0;-0,005;391345,8328;0
27.04.2024 22:00;386,99;0;-0,005;386987,1445;0
27.04.2024 23:00;380,76;0;-0,005;380758,934;0
28.04.2024 00:00;377,81;0;-0,005;377808,4564;0
28.04.2024 01:00;369,87;0;-0,005;369871,9177;0
28.04.2024 02:00;390,79;0;-0,005;390791,4276;0
28.04.2024 03:00;382,11;0;-0,005;382109,6497;0
28.04.2024 04:00;312,36;0;-0,005;312360,9314;0
28.04.2024 05:00;303,53;0;-0,005;303533,5541;0
28.04.2024 06:00;262,32;0;-0,005;262317,6537;0
28.04.2024 07:00;251,1;16,292;1,0992;251103,8322;10738,63679
28.04.2024 08:00;253,3;138,44;12,709;253295,8717;32593,06436
28.04.2024 09:00;261,7;321,44;30,035;261701,6563;44232,65301
28.04.2024 10:00;297,77;455,77;42,207;297765,0604;51879,33282
28.04.2024 11:00;327,7;673,76;61,135;327699,8978;42896,36501
28.04.2024 12:00;369,13;782,82;69,641;369133,5678;24433,80868
28.04.2024 13:00;320,57;798,1;70,733;320574,5087;2529,740159
28.04.2024 14:00;310,21;587,96;53,383;310208,9996;107,3292668
28.04.2024 15:00;303,73;482,41;44,144;303727,4323;0
28.04.2024 16:00;385,59;302,41;27,409;385585,8841;0
28.04.2024 17:00;391,08;141,12;11,077;391083,3435;0
28.04.2024 18:00;376,95;0;-0,005;376949,7757;0
28.04.2024 19:00;378,98;0;-0,005;378981,1707;0
28.04.2024 20:00;379,53;0;-0,005;379533,9737;0
28.04.2024 21:00;369,37;0;-0,005;369373,9243;0
28.04.2024 22:00;365,89;0;-0,005;365888,4964;0
28.04.2024 23:00;359,29;0;-0,005;359294,9295;0
29.04.2024 00:00;352,33;0;-0,005;352329,1931;0
29.04.2024 01:00;357,98;0;-0,005;357982,3761;0
29.04.2024 02:00;376,64;0;-0,005;376643,1503;0
29.04.2024 03:00;369,27;0;-0,005;369272,2168;0
29.04.2024 04:00;326,97;0;-0,005;326970,3903;0
29.04.2024 05:00;310,63;0;-0,005;310634,1782;0
29.04.2024 06:00;297,35;10,296;0,5846;297347,0306;0
29.04.2024 07:00;295,14;249,06;21,839;295142,8452;16790,68862
29.04.2024 08:00;299,86;494,96;45,878;299858,9478;48309,99286
29.04.2024 09:00;310,22;707,28;64,188;310215,8432;50367,69628
29.04.2024 10:00;313,57;869,5;76,829;313567,9245;51401,73297
29.04.2024 11:00;330,18;949,3;82,279;330175,148;49607,81119
29.04.2024 12:00;347,22;970,18;83,523;347224,0906;46250,98819
29.04.2024 13:00;335,39;913,81;79,379;335389,2593;40860,22986
29.04.2024 14:00;316,72;791,09;70,118;316724,7467;31054,53379
