Date (GMT -3);Load (KW);Irradiation (W/m2);PV generation base (100kW);P [W];PV [W];Monat
2024-01-15 04:00:00;281,81;0,0;-0,005;281810,4401;0,0;2024-01
2024-01-15 05:00:00;278,9;0,0;-0,005;278898,9563;0,0;2024-01
2024-01-15 06:00:00;277,48;0,0;-0,005;277480,0491;0,0;2024-01
2024-01-15 07:00:00;263,63;114,14;10,133;263626,8539;10133,0;2024-01
2024-01-15 08:00:00;259,89;235,48;21,725;259887,31;21725,0;2024-01
2024-01-15 09:00:00;270,41;312,03;28,888;270414,7873;28888,0;2024-01
2024-01-15 10:00:00;285,89;418,67;38,615;285887,4588;38615,0;2024-01
2024-01-15 11:00:00;308,42;464,34;42,691;308423,2712;42691,0;2024-01
2024-01-15 12:00:00;324,09;504,72;46,174;324086,6623;46174,0;2024-01
2024-01-15 13:00:00;323,43;475,66;43,533;323433,2123;43533,0;2024-01
2024-01-15 14:00:00;316,65;462,5;42,297;316646,4996;42297,0;2024-01
2024-01-15 15:00:00;314,08;365,6;33,561;314081,3828;33561,0;2024-01
2024-01-15 16:00:00;357,06;200,78;18,268;357061,47;18268,0;2024-01
2024-01-15 17:00:00;409,55;100,46;8,7139;409550,0565;8713,9;2024-01
2024-01-15 18:00:00;404,13;0,0;-0,005;404131,8588;0,0;2024-01
2024-01-15 19:00:00;391,18;0,0;-0,005;391180,275;0,0;2024-01
2024-01-15 20:00:00;380,03;0,0;-0,005;380031,601;0,0;2024-01
2024-01-15 21:00:00;365,59;0,0;-0,005;365592,9642;0,0;2024-01
2024-01-15 22:00:00;364,93;0,0;-0,005;364927,9861;0,0;2024-01
2024-01-15 23:00:00;372,05;0,0;-0,005;372048,1567;0,0;2024-01
2024-01-16 00:00:00;352,45;0,0;-0,005;352446,5103;0,0;2024-01
2024-01-16 01:00:00;358,77;0,0;-0,005;358773,3612;0,0;2024-01
2024-01-16 02:00:00;356,44;0,0;-0,005;356438,2706;0,0;2024-01
2024-01-16 03:00:00;353,65;0,0;-0,005;353650,0015;0,0;2024-01
2024-01-16 04:00:00;298,53;0,0;-0,005;298534,4009;0,0;2024-01
2024-01-16 05:00:00;268,82;0,0;-0,005;268817,4133;0,0;2024-01
2024-01-16 06:00:00;276,01;0,0;-0,005;276014,8468;0,0;2024-01
2024-01-16 07:00:00;282,01;94,273;8,3379;282008,4534;8337,9;2024-01
2024-01-16 08:00:00;298,98;188,45;17,278;298984,4818;17278,0;2024-01
2024-01-16 09:00:00;282,88;308,55;28,454;282876,0071;28454,0;2024-01
2024-01-16 10:00:00;291,12;368,57;33,84;291123,3826;33840,0;2024-01
2024-01-16 11:00:00;300,77;412,83;37,937;300773,3154;37937,0;2024-01
2024-01-16 12:00:00;309,99;421,39;38,646;309989,7766;38646,0;2024-01
2024-01-16 13:00:00;316,33;420,41;38,283;316327,1179;38283,0;2024-01
2024-01-16 14:00:00;292,67;349,35;31,921;292665,596;31921,0;2024-01
2024-01-16 15:00:00;274,42;275,01;25,163;274415,0772;25163,0;2024-01
2024-01-16 16:00:00;298,01;172,34;15,601;298005,0507;15601,0;2024-01
2024-01-16 17:00:00;359,07;76,963;6,6362;359069,5801;6636,2;2024-01
2024-01-16 18:00:00;359,56;0,0;-0,005;359556,8161;0,0;2024-01
2024-01-16 19:00:00;366,09;0,0;-0,005;366090,0345;0,0;2024-01
2024-01-16 20:00:00;358,83;0,0;-0,005;358830,6656;0,0;2024-01
2024-01-16 21:00:00;343,17;0,0;-0,005;343171,8674;0,0;2024-01
2024-01-16 22:00:00;342,85;0,0;-0,005;342846,0312;0,0;2024-01
2024-01-16 23:00:00;338,31;0,0;-0,005;338305,5191;0,0;2024-01
2024-01-17 00:00:00;328,32;0,0;-0,005;328322,4945;0,0;2024-01
2024-01-17 01:00:00;333,82;0,0;-0,005;333822,8607;0,0;2024-01
2024-01-17 02:00:00;344,02;0,0;-0,005;344015,7089;0,0;2024-01
2024-01-17 03:00:00;354,84;0,0;-0,005;354836,3342;0,0;2024-01
2024-01-17 04:00:00;296,54;0,0;-0,005;296544,1513;0,0;2024-01
2024-01-17 05:00:00;274,54;0,0;-0,005;274536,705;0,0;2024-01
2024-01-17 06:00:00;253,14;9,1381;0,4595;253138,5765;459,5;2024-01
2024-01-17 07:00:00;258,66;192,68;14,57;258663,5857;14570,0;2024-01
2024-01-17 08:00:00;265,68;439,33;39,542;265679,0695;39542,0;2024-01
2024-01-17 09:00:00;256,95;667,06;60,243;256951,0841;60243,0;2024-01
2024-01-17 10:00:00;281,96;845,0;74,131;281958,9996;74131,0;2024-01
2024-01-17 11:00:00;310,09;953,96;81,838;310087,0056;81838,0;2024-01
2024-01-17 12:00:00;321,54;992,1;83,836;321537,6205;83836,0;2024-01
2024-01-17 13:00:00;320,41;952,73;80,982;320407,7148;80982,0;2024-01
2024-01-17 14:00:00;327,67;839,53;72,735;327672,2565;72735,0;2024-01
2024-01-17 15:00:00;305,54;659,63;58,495;305544,5557;58495,0;2024-01
2024-01-17 16:00:00;329,94;428,07;37,462;329944,9768;37462,0;2024-01
2024-01-17 17:00:00;381,83;178,29;12,559;381826,9119;12559,0;2024-01
2024-01-17 18:00:00;369,01;0,0;-0,005;369008,9874;0,0;2024-01
2024-01-17 19:00:00;346,76;0,0;-0,005;346762,7411;0,0;2024-01
2024-01-17 20:00:00;335,87;0,0;-0,005;335866,1423;0,0;2024-01
2024-01-17 21:00:00;331,47;0,0;-0,005;331474,5865;0,0;2024-01
2024-01-17 22:00:00;326,64;0,0;-0,005;326642,395;0,0;2024-01
2024-01-17 23:00:00;314,84;0,0;-0,005;314836,8301;0,0;2024-01
2024-01-18 00:00:00;309,98;0,0;-0,005;309976,7303;0,0;2024-01
2024-01-18 01:00:00;323,23;0,0;-0,005;323230,011;0,0;2024-01
2024-01-18 02:00:00;322,38;0,0;-0,005;322377,182;0,0;2024-01
2024-01-18 03:00:00;328,33;0,0;-0,005;328327,5299;0,0;2024-01
2024-01-18 04:00:00;288,29;0,0;-0,005;288292,038;0,0;2024-01
2024-01-18 05:00:00;258,48;0,0;-0,005;258476,5244;0,0;2024-01
2024-01-18 06:00:00;251,47;8,9422;0,4414;251466,2704;441,4;2024-01
2024-01-18 07:00:00;263,93;192,14;14,492;263928,1616;14492,0;2024-01
2024-01-18 08:00:00;262,39;437,72;39,315;262385,3073;39315,0;2024-01
2024-01-18 09:00:00;266,88;663,93;59,802;266884,8267;59802,0;2024-01
2024-01-18 10:00:00;271,05;838,75;73,364;271052,6428;73364,0;2024-01
2024-01-18 11:00:00;284,01;948,47;81,063;284010,5743;81063,0;2024-01
2024-01-18 12:00:00;305,72;983,06;82,63;305715,0726;82630,0;2024-01
2024-01-18 13:00:00;316,06;947,02;80,033;316056,2897;80033,0;2024-01
2024-01-18 14:00:00;312,18;832,8;71,819;312184,7992;71819,0;2024-01
2024-01-18 15:00:00;292,26;653,52;57,685;292261,8256;57685,0;2024-01
2024-01-18 16:00:00;331,89;421,32;36,725;331891,8228;36725,0;2024-01
2024-01-18 17:00:00;405,37;173,81;12,297;405367,7597;12297,0;2024-01
2024-01-18 18:00:00;390,59;0,0;-0,005;390588,1195;0,0;2024-01
2024-01-18 19:00:00;381,11;0,0;-0,005;381114,4257;0,0;2024-01
2024-01-18 20:00:00;376,78;0,0;-0,005;376782,1579;0,0;2024-01
2024-01-18 21:00:00;359,34;0,0;-0,005;359342,9031;0,0;2024-01
2024-01-18 22:00:00;358,36;0,0;-0,005;358361,5112;0,0;2024-01
2024-01-18 23:00:00;350,52;0,0;-0,005;350523,0103;0,0;2024-01
2024-01-19 00:00:00;342,07;0,0;-0,005;342073,8449;0,0;2024-01
2024-01-19 01:00:00;345,23;0,0;-0,005;345227,1118;0,0;2024-01
2024-01-19 02:00:00;348,94;0,0;-0,005;348942,0624;0,0;2024-01
2024-01-19 03:00:00;364,85;0,0;-0,005;364853,8666;0,0;2024-01
2024-01-19 04:00:00;318,04;0,0;-0,005;318039,5966;0,0;2024-01
2024-01-19 05:00:00;292,09;0,0;-0,005;292086,2808;0,0;2024-01
2024-01-19 06:00:00;288,53;9,1272;0,4566;288531,7764;456,6;2024-01
2024-01-19 07:00:00;282,7;179,0;13,677;282696,7087;13677,0;2024-01
2024-01-19 08:00:00;284,27;408,54;36,702;284268,6844;36702,0;2024-01
2024-01-19 09:00:00;281,99;621,04;56,125;281989,3875;56125,0;2024-01
2024-01-19 10:00:00;284,54;775,55;68,392;284544,548;68392,0;2024-01
2024-01-19 11:00:00;280,03;869,26;75,293;280028,9078;75293,0;2024-01
2024-01-19 12:00:00;298,53;879,04;75,732;298526,535;75732,0;2024-01
2024-01-19 13:00:00;301,98;829,78;71,893;301975,5096;71893,0;2024-01
2024-01-19 14:00:00;286,01;756,23;66,053;286006,0577;66053,0;2024-01
2024-01-19 15:00:00;278,19;591,94;52,717;278186,7218;52717,0;2024-01
2024-01-19 16:00:00;331,28;381,43;33,506;331283,3099;33506,0;2024-01
2024-01-19 17:00:00;400,57;161,68;12,056;400567,2531;12056,0;2024-01
2024-01-19 18:00:00;392,57;0,0;-0,005;392572,7081;0,0;2024-01
2024-01-19 19:00:00;373,41;0,0;-0,005;373412,529;0,0;2024-01
2024-01-19 20:00:00;354,73;0,0;-0,005;354726,7303;0,0;2024-01
2024-01-19 21:00:00;344,25;0,0;-0,005;344254,097;0,0;2024-01
2024-01-19 22:00:00;333,59;0,0;-0,005;333589,4775;0,0;2024-01
2024-01-19 23:00:00;332,15;0,0;-0,005;332145,4926;0,0;2024-01
2024-01-20 00:00:00;327,09;0,0;-0,005;327086,6547;0,0;2024-01
2024-01-20 01:00:00;336,73;0,0;-0,005;336733,4442;0,0;2024-01
2024-01-20 02:00:00;332,9;0,0;-0,005;332901,4969;0,0;2024-01
2024-01-20 03:00:00;349,99;0,0;-0,005;349991,7984;0,0;2024-01
2024-01-20 04:00:00;330,77;0,0;-0,005;330770,6604;0,0;2024-01
2024-01-20 05:00:00;284,25;0,0;-0,005;284249,9619;0,0;2024-01
2024-01-20 06:00:00;279,51;0,0;-0,005;279514,2517;0,0;2024-01
2024-01-20 07:00:00;281,14;64,755;5,5433;281137,085;5543,3;2024-01
2024-01-20 08:00:00;262,81;94,799;8,3836;262806,6559;8383,6;2024-01
2024-01-20 09:00:00;264,08;176,07;16,011;264078,331;16011,0;2024-01
2024-01-20 10:00:00;269,94;240,65;21,995;269940,4602;21995,0;2024-01
2024-01-20 11:00:00;285,08;251,27;22,968;285077,1103;22968,0;2024-01
2024-01-20 12:00:00;305,1;248,62;22,703;305097,8317;22703,0;2024-01
2024-01-20 13:00:00;322,84;222,99;20,333;322842,5064;20333,0;2024-01
2024-01-20 14:00:00;327,41;215,72;19,654;327414,2914;19654,0;2024-01
2024-01-20 15:00:00;306,48;211,79;19,262;306480,9189;19262,0;2024-01
2024-01-20 16:00:00;354,02;140,75;12,626;354019,4931;12626,0;2024-01
2024-01-20 17:00:00;396,17;70,114;5,9978;396172,8058;5997,8;2024-01
2024-01-20 18:00:00;376,14;0,0;-0,005;376142,5095;0,0;2024-01
2024-01-20 19:00:00;378,8;0,0;-0,005;378801,4526;0,0;2024-01
2024-01-20 20:00:00;375,39;0,0;-0,005;375386,1389;0,0;2024-01
2024-01-20 21:00:00;363,77;0,0;-0,005;363769,6304;0,0;2024-01
2024-01-20 22:00:00;362,47;0,0;-0,005;362469,8334;0,0;2024-01
2024-01-20 23:00:00;358,68;0,0;-0,005;358676,0712;0,0;2024-01
2024-01-21 00:00:00;355,86;0,0;-0,005;355855,4764;0,0;2024-01
2024-01-21 01:00:00;361,43;0,0;-0,005;361426,2848;0,0;2024-01
2024-01-21 02:00:00;365,66;0,0;-0,005;365659,1721;0,0;2024-01
2024-01-21 03:00:00;354,96;0,0;-0,005;354961,8073;0,0;2024-01
2024-01-21 04:00:00;324,2;0,0;-0,005;324200,8896;0,0;2024-01
2024-01-21 05:00:00;294,5;0,0;-0,005;294504,5624;0,0;2024-01
2024-01-21 06:00:00;287,95;0,0;-0,005;287948,5245;0,0;2024-01
2024-01-21 07:00:00;273,09;85,016;7,4293;273088,3942;7429,3;2024-01
2024-01-21 08:00:00;286,77;230,85;21,044;286773,9639;21044,0;2024-01
2024-01-21 09:00:00;275,49;421,27;38,51;275485,0273;38510,0;2024-01
2024-01-21 10:00:00;290,97;365,59;33,305;290969,4901;33305,0;2024-01
2024-01-21 11:00:00;326,23;252,39;23,028;326226,9897;23028,0;2024-01
2024-01-21 12:00:00;355,68;395,44;36,129;355683,7158;36129,0;2024-01
2024-01-21 13:00:00;347,87;729,0;64,388;347873,8327;64388,0;2024-01
2024-01-21 14:00:00;327,1;690,1;61,073;327104,0192;61073,0;2024-01
2024-01-21 15:00:00;326,19;686,85;60,461;326191,8945;60461,0;2024-01
2024-01-21 16:00:00;368,43;466,37;40,599;368429,512;40599,0;2024-01
2024-01-21 17:00:00;385,81;193,26;13,976;385809,5779;13976,0;2024-01
2024-01-21 18:00:00;383,67;13,403;0,8025;383672,6685;802,5;2024-01
2024-01-21 19:00:00;392,91;0,0;-0,005;392914,3372;0,0;2024-01
2024-01-21 20:00:00;396,83;0,0;-0,005;396827,8809;0,0;2024-01
2024-01-21 21:00:00;381,87;0,0;-0,005;381866,6;0,0;2024-01
2024-01-21 22:00:00;375,06;0,0;-0,005;375059,2804;0,0;2024-01
2024-01-21 23:00:00;374,19;0,0;-0,005;374189,1632;0,0;2024-01
2024-01-22 00:00:00;377,19;0,0;-0,005;377189,003;0,0;2024-01
2024-01-22 01:00:00;359,99;0,0;-0,005;359993,1946;0,0;2024-01
2024-01-22 02:00:00;360,03;0,0;-0,005;360030,2124;0,0;2024-01
2024-01-22 03:00:00;376,49;0,0;-0,005;376490,3107;0,0;2024-01
2024-01-22 04:00:00;336,09;0,0;-0,005;336088,2645;0,0;2024-01
2024-01-22 05:00:00;319,56;0,0;-0,005;319564,0259;0,0;2024-01
2024-01-22 06:00:00;331,03;0,0;-0,005;331034,9197;0,0;2024-01
2024-01-22 07:00:00;319,98;70,57;6,0451;319983,7952;6045,1;2024-01
2024-01-22 08:00:00;313,99;141,98;12,729;313991,6763;12729,0;2024-01
2024-01-22 09:00:00;322,57;204,48;18,56;322573,9822;18560,0;2024-01
2024-01-22 10:00:00;331,32;255,19;23,186;331320,3506;23186,0;2024-01
2024-01-22 11:00:00;333,19;290,45;26,453;333185,4248;26453,0;2024-01
2024-01-22 12:00:00;329,01;305,84;27,777;329005,3482;27777,0;2024-01
2024-01-22 13:00:00;318,1;298,7;27,26;318095,0394;27260,0;2024-01
2024-01-22 14:00:00;293,64;266,63;24,143;293641,8686;24143,0;2024-01
2024-01-22 15:00:00;278,93;219,08;19,868;278932,8079;19868,0;2024-01
2024-01-22 16:00:00;350,85;143,97;12,846;350852,1805;12846,0;2024-01
2024-01-22 17:00:00;403,43;62,217;5,2356;403428,7567;5235,6;2024-01
2024-01-22 18:00:00;387,58;0,0;-0,005;387582,5119;0,0;2024-01
2024-01-22 19:00:00;375,69;0,0;-0,005;375693,573;0,0;2024-01
2024-01-22 20:00:00;374,39;0,0;-0,005;374391,8076;0,0;2024-01
2024-01-22 21:00:00;370,03;0,0;-0,005;370026,4359;0,0;2024-01
2024-01-22 22:00:00;359,98;0,0;-0,005;359981,6132;0,0;2024-01
2024-01-22 23:00:00;355,52;0,0;-0,005;355522,5906;0,0;2024-01
2024-01-23 00:00:00;345,89;0,0;-0,005;345890,625;0,0;2024-01
2024-01-23 01:00:00;356,68;0,0;-0,005;356682,3273;0,0;2024-01
2024-01-23 02:00:00;350,25;0,0;-0,005;350253,3646;0,0;2024-01
2024-01-23 03:00:00;364,12;0,0;-0,005;364117,5156;0,0;2024-01
2024-01-23 04:00:00;318,54;0,0;-0,005;318539,8636;0,0;2024-01
2024-01-23 05:00:00;294,0;0,0;-0,005;294000,8316;0,0;2024-01
2024-01-23 06:00:00;273,07;0,0;-0,005;273071,6171;0,0;2024-01
2024-01-23 07:00:00;273,33;195,04;14,985;273329,8645;14985,0;2024-01
2024-01-23 08:00:00;279,89;387,97;34,807;279889,2365;34807,0;2024-01
2024-01-23 09:00:00;269,35;635,02;56,903;269348,732;56903,0;2024-01
2024-01-23 10:00:00;283,44;1018,0;84,226;283436,1649;84226,0;2024-01
2024-01-23 11:00:00;295,61;374,81;34,026;295611,2595;34026,0;2024-01
2024-01-23 12:00:00;295,76;292,83;26,554;295763,1683;26554,0;2024-01
2024-01-23 13:00:00;314,46;617,83;55,279;314461,2656;55279,0;2024-01
2024-01-23 14:00:00;299,31;681,07;60,114;299306,9153;60114,0;2024-01
2024-01-23 15:00:00;275,06;426,77;38,507;275055,5267;38507,0;2024-01
2024-01-23 16:00:00;340,82;268,57;24,1;340816,5283;24100,0;2024-01
2024-01-23 17:00:00;375,75;137,15;11,275;375745,6055;11275,0;2024-01
2024-01-23 18:00:00;396,42;0,0;-0,005;396419,2657;0,0;2024-01
2024-01-23 19:00:00;407,32;0,0;-0,005;407322,403;0,0;2024-01
2024-01-23 20:00:00;394,08;0,0;-0,005;394076,355;0,0;2024-01
2024-01-23 21:00:00;378,02;0,0;-0,005;378020,6223;0,0;2024-01
2024-01-23 22:00:00;368,94;0,0;-0,005;368936,7065;0,0;2024-01
2024-01-23 23:00:00;358,12;0,0;-0,005;358122,0093;0,0;2024-01
2024-01-24 00:00:00;353,53;0,0;-0,005;353529,0604;0,0;2024-01
2024-01-24 01:00:00;366,64;0,0;-0,005;366636,8942;0,0;2024-01
2024-01-24 02:00:00;367,14;0,0;-0,005;367136,0703;0,0;2024-01
2024-01-24 03:00:00;379,1;0,0;-0,005;379096,8781;0,0;2024-01
2024-01-24 04:00:00;318,31;0,0;-0,005;318308,1665;0,0;2024-01
2024-01-24 05:00:00;298,12;0,0;-0,005;298115,1428;0,0;2024-01
2024-01-24 06:00:00;303,28;7,5227;0,3184;303276,8707;318,4;2024-01
2024-01-24 07:00:00;293,53;196,31;14,649;293527,916;14649,0;2024-01
2024-01-24 08:00:00;288,03;451,92;40,643;288030,2887;40643,0;2024-01
2024-01-24 09:00:00;289,68;688,72;62,092;289680,0385;62092,0;2024-01
2024-01-24 10:00:00;304,02;873,44;76,356;304016,1514;76356,0;2024-01
2024-01-24 11:00:00;314,16;988,37;84,201;314163,7878;84201,0;2024-01
2024-01-24 12:00:00;335,93;1025,3;86,131;335931,8314;86131,0;2024-01
2024-01-24 13:00:00;326,65;984,14;83,263;326651,1002;83263,0;2024-01
2024-01-24 14:00:00;317,53;869,01;75,088;317529,3655;75088,0;2024-01
2024-01-24 15:00:00;311,92;682,44;60,517;311919,7311;60517,0;2024-01
2024-01-24 16:00:00;344,87;444,58;39,154;344870,4529;39154,0;2024-01
2024-01-24 17:00:00;391,54;189,23;13,721;391541,7633;13721,0;2024-01
2024-01-24 18:00:00;395,65;0,0;-0,005;395651,5579;0,0;2024-01
2024-01-24 19:00:00;283,89;0,0;-0,005;283886,5891;0,0;2024-01
2024-01-24 20:00:00;363,76;0,0;-0,005;363761,0321;0,0;2024-01
2024-01-24 21:00:00;353,11;0,0;-0,005;353105,8884;0,0;2024-01
2024-01-24 22:00:00;341,45;0,0;-0,005;341447,7081;0,0;2024-01
2024-01-24 23:00:00;328,47;0,0;-0,005;328470,4132;0,0;2024-01
2024-01-25 00:00:00;326,6;0,0;-0,005;326600,9216;0,0;2024-01
2024-01-25 01:00:00;335,49;0,0;-0,005;335492,7292;0,0;2024-01
2024-01-25 02:00:00;350,03;0,0;-0,005;350026,9165;0,0;2024-01
2024-01-25 03:00:00;343,87;0,0;-0,005;343871,9482;0,0;2024-01
2024-01-25 04:00:00;298,81;0,0;-0,005;298807,3807;0,0;2024-01
2024-01-25 05:00:00;267,76;0,0;-0,005;267762,7029;0,0;2024-01
2024-01-25 06:00:00;262,94;7,3233;0,3006;262937,0613;300,6;2024-01
2024-01-25 07:00:00;257,79;184,28;13,929;257791,4963;13929,0;2024-01
2024-01-25 08:00:00;273,65;424,75;38,271;273654,1443;38271,0;2024-01
2024-01-25 09:00:00;273,56;643,69;58,286;273559,3719;58286,0;2024-01
2024-01-25 10:00:00;276,92;811,9;71,532;276915,2832;71532,0;2024-01
2024-01-25 11:00:00;305,17;920,27;79,389;305170,8679;79389,0;2024-01
2024-01-25 12:00:00;321,31;961,06;81,679;321312,0956;81679,0;2024-01
2024-01-25 13:00:00;314,45;928,43;79,116;314448,0362;79116,0;2024-01
2024-01-25 14:00:00;302,83;820,81;71,179;302834,2972;71179,0;2024-01
2024-01-25 15:00:00;287,55;645,76;57,286;287551,506;57286,0;2024-01
2024-01-25 16:00:00;317,15;424,33;37,303;317148,8571;37303,0;2024-01
2024-01-25 17:00:00;375,18;183,36;13,371;375183,6243;13371,0;2024-01
2024-01-25 18:00:00;372,91;7,0212;-0,005;372905,9906;0,0;2024-01
2024-01-25 19:00:00;357,06;0,0;-0,005;357063,4842;0,0;2024-01
2024-01-25 20:00:00;360,94;0,0;-0,005;360938,7741;0,0;2024-01
2024-01-25 21:00:00;351,4;0,0;-0,005;351402,6184;0,0;2024-01
2024-01-25 22:00:00;344,22;0,0;-0,005;344222,4503;0,0;2024-01
2024-01-25 23:00:00;336,88;0,0;-0,005;336883,1406;0,0;2024-01
2024-01-26 00:00:00;332,76;0,0;-0,005;332758,2397;0,0;2024-01
2024-01-26 01:00:00;342,28;0,0;-0,005;342279,0146;0,0;2024-01
2024-01-26 02:00:00;333,11;0,0;-0,005;333106,3538;0,0;2024-01
2024-01-26 03:00:00;339,67;0,0;-0,005;339670,9213;0,0;2024-01
2024-01-26 04:00:00;306,32;0,0;-0,005;306319,1833;0,0;2024-01
2024-01-26 05:00:00;278,39;0,0;-0,005;278388,8855;0,0;2024-01
2024-01-26 06:00:00;263,91;7,0147;-0,005;263908,0162;0,0;2024-01
2024-01-26 07:00:00;271,19;181,14;13,569;271193,4967;13569,0;2024-01
2024-01-26 08:00:00;275,25;425,1;38,007;275249,527;38007,0;2024-01
2024-01-26 09:00:00;272,9;657,28;58,911;272902,1683;58911,0;2024-01
2024-01-26 10:00:00;288,63;837,74;72,847;288633,3847;72847,0;2024-01
2024-01-26 11:00:00;306,87;951,76;80,555;306868,7057;80555,0;2024-01
2024-01-26 12:00:00;285,13;984,25;82,231;285132,8506;82231,0;2024-01
2024-01-26 13:00:00;283,43;943,38;79,359;283433,9905;79359,0;2024-01
2024-01-26 14:00:00;264,84;831,53;71,438;264836,3647;71438,0;2024-01
2024-01-26 15:00:00;266,57;651,05;57,292;266570,4842;57292,0;2024-01
2024-01-26 16:00:00;308,36;419,78;36,662;308355,896;36662,0;2024-01
2024-01-26 17:00:00;342,62;177,75;13,0;342615,2573;13000,0;2024-01
2024-01-26 18:00:00;351,96;0,0;-0,005;351962,9822;0,0;2024-01
2024-01-26 19:00:00;357,13;0,0;-0,005;357127,2278;0,0;2024-01
2024-01-26 20:00:00;350,7;0,0;-0,005;350703,2013;0,0;2024-01
2024-01-26 21:00:00;346,31;0,0;-0,005;346309,4864;0,0;2024-01
2024-01-26 22:00:00;338,91;0,0;-0,005;338911,087;0,0;2024-01
2024-01-26 23:00:00;330,5;0,0;-0,005;330495,7886;0,0;2024-01
2024-01-27 00:00:00;322,16;0,0;-0,005;322158,8669;0,0;2024-01
2024-01-27 01:00:00;332,02;0,0;-0,005;332022,3846;0,0;2024-01
2024-01-27 02:00:00;330,78;0,0;-0,005;330783,9584;0,0;2024-01
2024-01-27 03:00:00;340,03;0,0;-0,005;340031,1813;0,0;2024-01
2024-01-27 04:00:00;294,97;0,0;-0,005;294966,6595;0,0;2024-01
2024-01-27 05:00:00;265,83;0,0;-0,005;265826,6678;0,0;2024-01
2024-01-27 06:00:00;259,28;0,0;-0,005;259276,989;0,0;2024-01
2024-01-27 07:00:00;287,91;93,354;8,1366;287907,3181;8136,6;2024-01
2024-01-27 08:00:00;279,92;151,87;13,737;279916,3208;13737,0;2024-01
2024-01-27 09:00:00;284,88;214,85;19,606;284879,57;19606,0;2024-01
2024-01-27 10:00:00;287,47;305,92;28,004;287474,4263;28004,0;2024-01
2024-01-27 11:00:00;309,29;81,453;7,0887;309286,5067;7088,7;2024-01
2024-01-27 12:00:00;304,21;234,12;21,399;304205,3299;21399,0;2024-01
2024-01-27 13:00:00;311,64;482,45;44,042;311643,7225;44042,0;2024-01
2024-01-27 14:00:00;314,46;630,73;56,352;314460,2737;56352,0;2024-01
2024-01-27 15:00:00;298,68;714,34;62,903;298679,8096;62903,0;2024-01
2024-01-27 16:00:00;361,07;458,67;40,278;361068,9468;40278,0;2024-01
2024-01-27 17:00:00;412,46;194,78;14,701;412462,7533;14701,0;2024-01
2024-01-27 18:00:00;430,95;24,769;1,6934;430947,731;1693,4;2024-01
2024-01-27 19:00:00;427,53;0,0;-0,005;427525,6042;0,0;2024-01
2024-01-27 20:00:00;406,07;0,0;-0,005;406066,1011;0,0;2024-01
2024-01-27 21:00:00;391,68;0,0;-0,005;391684,3109;0,0;2024-01
2024-01-27 22:00:00;380,62;0,0;-0,005;380617,7368;0,0;2024-01
2024-01-27 23:00:00;374,71;0,0;-0,005;374711,8912;0,0;2024-01
2024-01-28 00:00:00;366,68;0,0;-0,005;366680,4428;0,0;2024-01
2024-01-28 01:00:00;361,83;0,0;-0,005;361833,0002;0,0;2024-01
2024-01-28 02:00:00;373,32;0,0;-0,005;373318,1686;0,0;2024-01
2024-01-28 03:00:00;386,07;0,0;-0,005;386068,4509;0,0;2024-01
2024-01-28 04:00:00;318,58;0,0;-0,005;318582,8857;0,0;2024-01
2024-01-28 05:00:00;284,88;0,0;-0,005;284884,346;0,0;2024-01
2024-01-28 06:00:00;277,58;0,0;-0,005;277580,4749;0,0;2024-01
2024-01-28 07:00:00;260,17;181,16;13,643;260165,7715;13643,0;2024-01
2024-01-28 08:00:00;264,13;431,08;38,768;264133,2397;38768,0;2024-01
2024-01-28 09:00:00;270,83;668,55;60,231;270832,2449;60231,0;2024-01
2024-01-28 10:00:00;282,3;855,26;74,676;282295,9976;74676,0;2024-01
2024-01-28 11:00:00;303,27;972,4;82,595;303269,2032;82595,0;2024-01
2024-01-28 12:00:00;318,71;1019,2;85,08;318707,0923;85080,0;2024-01
2024-01-28 13:00:00;300,98;979,8;82,267;300977,0889;82267,0;2024-01
2024-01-28 14:00:00;281,16;867,53;74,482;281164,9323;74482,0;2024-01
2024-01-28 15:00:00;275,49;682,92;60,172;275487,7548;60172,0;2024-01
2024-01-28 16:00:00;336,49;447,17;39,215;336489,9521;39215,0;2024-01
2024-01-28 17:00:00;350,48;193,35;14,293;350483,1009;14293,0;2024-01
2024-01-28 18:00:00;349,29;8,0129;0,3393;349289,3906;339,3;2024-01
2024-01-28 19:00:00;343,35;0,0;-0,005;343345,7031;0,0;2024-01
2024-01-28 20:00:00;341,66;0,0;-0,005;341661,2396;0,0;2024-01
2024-01-28 21:00:00;334,87;0,0;-0,005;334872,5052;0,0;2024-01
2024-01-28 22:00:00;328,96;0,0;-0,005;328963,9435;0,0;2024-01
2024-01-28 23:00:00;320,35;0,0;-0,005;320349,2203;0,0;2024-01
2024-01-29 00:00:00;316,81;0,0;-0,005;316805,6564;0,0;2024-01
2024-01-29 01:00:00;315,28;0,0;-0,005;315279,6555;0,0;2024-01
2024-01-29 02:00:00;335,12;0,0;-0,005;335123,5733;0,0;2024-01
2024-01-29 03:00:00;342,81;0,0;-0,005;342809,3338;0,0;2024-01
2024-01-29 04:00:00;301,0;0,0;-0,005;300995,3842;0,0;2024-01
2024-01-29 05:00:00;286,88;0,0;-0,005;286882,1716;0,0;2024-01
2024-01-29 06:00:00;278,28;7,5222;0,3116;278283,3862;311,6;2024-01
2024-01-29 07:00:00;263,78;140,87;11,514;263778,6636;11514,0;2024-01
