;temp_air;relative_humidity;wind_speed;wind_direction;pressure
2024-03-31 00:00:00;24,95;94,52;0,79;141,0;100150,0
2024-03-31 01:00:00;24,72;94,82;0,79;159,0;100310,0
2024-03-31 02:00:00;24,5;95,13;0,8;151,0;100420,0
2024-03-31 03:00:00;24,27;95,44;0,81;106,0;100470,0
2024-03-31 04:00:00;24,04;95,74;0,81;108,0;100490,0
2024-03-31 05:00:00;23,82;96,05;0,82;89,0;100440,0
2024-03-31 06:00:00;23,59;96,35;0,83;122,0;100360,0
2024-03-31 07:00:00;23,36;96,66;0,83;215,0;100190,0
2024-03-31 08:00:00;23,35;99,4;1,03;202,0;100200,0
2024-03-31 09:00:00;23,35;99,4;0,76;193,0;100200,0
2024-03-31 10:00:00;23,22;99,4;0,69;193,0;100290,0
2024-03-31 11:00:00;23,91;96,2;0,69;205,0;100360,0
2024-03-31 12:00:00;24,65;93,15;0,83;202,0;100460,0
2024-03-31 13:00:00;25,59;93,15;0,48;174,0;100530,0
2024-03-31 14:00:00;25,95;90,2;0,62;123,0;100550,0
2024-03-31 15:00:00;27,18;87,45;0,69;133,0;100520,0
2024-03-31 16:00:00;27,04;90,25;0,97;134,0;100320,0
2024-03-31 17:00:00;28,56;82,1;0,55;141,0;100240,0
2024-03-31 18:00:00;28,02;79,4;0,76;161,0;100040,0
2024-03-31 19:00:00;29,68;67,7;0,62;132,0;99960,0
2024-03-31 20:00:00;29,7;67,7;0,34;74,0;99890,0
2024-03-31 21:00:00;27,4;81,95;0,55;53,0;99960,0
2024-03-31 22:00:00;26,57;90,25;0,76;69,0;99980,0
2024-03-31 23:00:00;26,25;87,35;0,34;341,0;100090,0
2024-04-01 00:00:00;26,24;84,55;0,0;331,0;100200,0
2024-04-01 01:00:00;25,59;90,2;0,48;100,0;100340,0
2024-04-01 02:00:00;25,1;84,45;1,24;99,0;100450,0
2024-04-01 03:00:00;24,21;93,1;1,17;104,0;100480,0
2024-04-01 04:00:00;24,02;96,2;0,9;124,0;100490,0
2024-04-01 05:00:00;23,72;96,2;0,62;163,0;100420,0
2024-04-01 06:00:00;23,35;99,4;0,41;185,0;100370,0
2024-04-01 07:00:00;23,74;99,4;0,83;55,0;100200,0
2024-04-01 08:00:00;23,6;96,2;0,83;76,0;100200,0
2024-04-01 09:00:00;23,57;99,4;0,9;97,0;100220,0
2024-04-01 10:00:00;23,54;99,4;0,83;95,0;100250,0
2024-04-01 11:00:00;23,69;99,4;0,62;95,0;100320,0
2024-04-01 12:00:00;27,15;84,65;0,55;109,0;100390,0
2024-04-01 13:00:00;25,64;93,2;0,9;108,0;100460,0
2024-04-01 14:00:00;27,0;87,4;1,1;108,0;100480,0
2024-04-01 15:00:00;27,59;81,95;1,31;106,0;100470,0
2024-04-01 16:00:00;28,58;76,95;1,03;108,0;100380,0
2024-04-01 17:00:00;30,18;70,0;0,97;125,0;100180,0
2024-04-01 18:00:00;31,16;63,7;0,97;114,0;99980,0
2024-04-01 19:00:00;29,43;74,65;0,97;80,0;99980,0
2024-04-01 20:00:00;28,41;76,95;1,72;47,0;99830,0
2024-04-01 21:00:00;27,42;79,35;1,72;51,0;99860,0
2024-04-01 22:00:00;26,85;81,9;1,1;51,0;99980,0
2024-04-01 23:00:00;26,31;84,55;1,31;60,0;100040,0
2024-04-02 00:00:00;25,96;90,2;1,17;75,0;100120,0
2024-04-02 01:00:00;25,74;90,2;1,03;66,0;100270,0
2024-04-02 02:00:00;25,55;93,15;0,97;45,0;100380,0
2024-04-02 03:00:00;25,31;93,15;1,45;35,0;100440,0
2024-04-02 04:00:00;24,97;93,15;1,52;38,0;100420,0
2024-04-02 05:00:00;24,75;93,15;1,45;39,0;100370,0
2024-04-02 06:00:00;24,56;96,2;1,31;28,0;100290,0
2024-04-02 07:00:00;24,55;96,2;1,24;60,0;100230,0
2024-04-02 08:00:00;24,46;96,2;1,17;78,0;100210,0
2024-04-02 09:00:00;24,4;93,1;1,1;88,0;100160,0
2024-04-02 10:00:00;24,34;93,1;1,31;111,0;100180,0
2024-04-02 11:00:00;24,33;96,2;1,03;116,0;100240,0
2024-04-02 12:00:00;25,05;96,2;0,83;109,0;100370,0
2024-04-02 13:00:00;26,32;87,35;1,1;112,0;100450,0
2024-04-02 14:00:00;27,28;79,35;1,03;109,0;100510,0
2024-04-02 15:00:00;28,8;69,85;1,24;93,0;100480,0
2024-04-02 16:00:00;30,09;67,7;1,38;76,0;100360,0
2024-04-02 17:00:00;30,99;63,6;1,38;66,0;100140,0
2024-04-02 18:00:00;31,64;61,65;0,97;67,0;99920,0
2024-04-02 19:00:00;30,39;61,45;0,48;50,0;99940,0
2024-04-02 20:00:00;30,43;61,45;0,55;54,0;99980,0
2024-04-02 21:00:00;28,6;69,75;0,34;83,0;99970,0
2024-04-02 22:00:00;28,14;72,1;0,97;79,0;100060,0
2024-04-02 23:00:00;27,42;79,35;1,31;78,0;100160,0
2024-04-03 00:00:00;26,91;81,9;1,31;74,0;100280,0
2024-04-03 01:00:00;26,41;84,55;1,1;74,0;100370,0
2024-04-03 02:00:00;26,16;84,55;1,31;69,0;100450,0
2024-04-03 03:00:00;25,82;90,2;1,24;43,0;100480,0
2024-04-03 04:00:00;25,53;87,3;1,24;51,0;100480,0
2024-04-03 05:00:00;25,03;90,15;0,9;66,0;100440,0
2024-04-03 06:00:00;24,99;90,15;0,0;359,0;100380,0
2024-04-03 07:00:00;23,93;99,4;1,45;259,0;100290,0
2024-04-03 08:00:00;23,97;99,4;1,59;257,0;100320,0
2024-04-03 09:00:00;23,77;99,4;1,38;250,0;100330,0
2024-04-03 10:00:00;23,62;96,2;1,03;241,0;100370,0
2024-04-03 11:00:00;23,59;96,2;0,76;246,0;100410,0
2024-04-03 12:00:00;24,12;93,1;1,17;245,0;100460,0
2024-04-03 13:00:00;25,19;87,3;1,03;238,0;100530,0
2024-04-03 14:00:00;25,95;87,3;0,69;228,0;100580,0
2024-04-03 15:00:00;26,94;84,6;0,69;230,0;100560,0
2024-04-03 16:00:00;27,6;84,65;0,76;238,0;100410,0
2024-04-03 17:00:00;28,58;79,5;0,9;232,0;100230,0
2024-04-03 18:00:00;26,34;84,55;1,1;236,0;100080,0
2024-04-03 19:00:00;25,48;90,2;0,21;271,0;100220,0
2024-04-03 20:00:00;25,46;93,15;0,41;267,0;100130,0
2024-04-03 21:00:00;25,46;90,2;0,28;294,0;100140,0
2024-04-03 22:00:00;24,66;93,15;0,28;25,0;100150,0
2024-04-03 23:00:00;24,73;90,15;0,21;115,0;100190,0
2024-04-04 00:00:00;24,64;90,15;0,69;146,0;100250,0
2024-04-04 01:00:00;24,44;93,1;0,83;163,0;100330,0
2024-04-04 02:00:00;24,1;93,1;0,62;162,0;100400,0
2024-04-04 03:00:00;24,32;93,1;0,34;136,0;100420,0
2024-04-04 04:00:00;23,69;96,2;0,55;61,0;100400,0
2024-04-04 05:00:00;23,67;96,2;1,1;49,0;100400,0
2024-04-04 06:00:00;23,56;99,4;0,97;30,0;100340,0
2024-04-04 07:00:00;23,86;96,2;0,76;338,0;100280,0
2024-04-04 08:00:00;23,78;96,2;0,48;300,0;100270,0
2024-04-04 09:00:00;23,8;96,2;0,62;271,0;100280,0
2024-04-04 10:00:00;23,86;96,2;0,9;279,0;100330,0
2024-04-04 11:00:00;23,95;96,2;0,83;267,0;100370,0
2024-04-04 12:00:00;24,4;96,2;0,48;268,0;100440,0
2024-04-04 13:00:00;25,23;93,15;0,48;272,0;100530,0
2024-04-04 14:00:00;26,24;90,25;0,41;267,0;100570,0
2024-04-04 15:00:00;27,28;79,35;0,62;254,0;100560,0
2024-04-04 16:00:00;28,47;74,5;0,55;255,0;100440,0
2024-04-04 17:00:00;29,94;69,95;0,69;255,0;100270,0
2024-04-04 18:00:00;30,8;63,6;0,76;272,0;100090,0
2024-04-04 19:00:00;28,5;72,1;0,62;360,0;100210,0
2024-04-04 20:00:00;28,22;69,75;0,76;353,0;100140,0
2024-04-04 21:00:00;27,57;76,8;0,62;19,0;100120,0
2024-04-04 22:00:00;27,08;81,9;0,76;8,0;100120,0
2024-04-04 23:00:00;26,69;79,3;1,17;2,0;100220,0
2024-04-05 00:00:00;25,33;84,45;1,38;20,0;100290,0
2024-04-05 01:00:00;25,06;87,25;1,31;47,0;100320,0
2024-04-05 02:00:00;24,94;90,15;1,17;43,0;100400,0
2024-04-05 03:00:00;24,77;90,15;1,1;44,0;100460,0
2024-04-05 04:00:00;23,7;99,4;1,1;47,0;100500,0
2024-04-05 05:00:00;23,56;99,4;1,1;42,0;100430,0
2024-04-05 06:00:00;23,35;99,4;1,03;39,0;100360,0
2024-04-05 07:00:00;23,24;99,4;1,1;35,0;100270,0
2024-04-05 08:00:00;23,08;96,2;1,17;29,0;100230,0
2024-04-05 09:00:00;23,03;99,4;1,1;12,0;100270,0
2024-04-05 10:00:00;22,97;99,4;1,31;11,0;100320,0
2024-04-05 11:00:00;23,25;99,4;0,83;19,0;100380,0
2024-04-05 12:00:00;24,34;96,2;0,97;21,0;100460,0
2024-04-05 13:00:00;25,18;93,15;0,97;21,0;100520,0
2024-04-05 14:00:00;25,89;84,5;1,1;19,0;100580,0
2024-04-05 15:00:00;26,91;79,3;0,97;18,0;100560,0
2024-04-05 16:00:00;29,02;67,6;1,1;21,0;100490,0
2024-04-05 17:00:00;29,18;63,4;1,17;23,0;100340,0
2024-04-05 18:00:00;29,08;65,4;1,17;19,0;100230,0
2024-04-05 19:00:00;30,2;63,5;1,38;3,0;100150,0
2024-04-05 20:00:00;28,34;76,95;1,03;345,0;99880,0
2024-04-05 21:00:00;27,35;79,35;1,52;6,0;99900,0
2024-04-05 22:00:00;26,43;84,55;0,34;332,0;99990,0
2024-04-05 23:00:00;26,12;87,35;0,41;75,0;100120,0
2024-04-06 00:00:00;25,68;90,2;0,41;25,0;100230,0
2024-04-06 01:00:00;25,51;90,2;0,97;29,0;100330,0
2024-04-06 02:00:00;25,4;90,2;1,17;28,0;100440,0
2024-04-06 03:00:00;25,08;93,15;1,03;18,0;100500,0
2024-04-06 04:00:00;24,93;93,15;0,62;3,0;100490,0
2024-04-06 05:00:00;24,88;93,15;0,55;344,0;100460,0
2024-04-06 06:00:00;24,42;96,2;0,76;345,0;100390,0
2024-04-06 07:00:00;25,07;96,2;0,28;356,0;100310,0
2024-04-06 08:00:00;24,72;90,15;0,48;329,0;100270,0
2024-04-06 09:00:00;24,9;90,15;0,34;296,0;100310,0
2024-04-06 10:00:00;24,8;90,15;0,07;298,0;100350,0
2024-04-06 11:00:00;24,27;93,1;0,34;30,0;100420,0
2024-04-06 12:00:00;25,4;93,15;0,48;20,0;100490,0
2024-04-06 13:00:00;26,85;81,9;1,1;20,0;100550,0
2024-04-06 14:00:00;27,82;74,4;1,31;22,0;100570,0
2024-04-06 15:00:00;29,02;67,6;1,52;22,0;100550,0
2024-04-06 16:00:00;29,78;65,5;1,38;20,0;100450,0
2024-04-06 17:00:00;30,39;63,5;1,24;8,0;100310,0
2024-04-06 18:00:00;30,55;63,5;1,31;3,0;100120,0
2024-04-06 19:00:00;28,53;67,5;1,52;330,0;100140,0
2024-04-06 20:00:00;28,27;69,75;1,24;327,0;100000,0
2024-04-06 21:00:00;28,16;69,75;0,9;333,0;100040,0
2024-04-06 22:00:00;27,65;72,0;0,76;285,0;100120,0
2024-04-06 23:00:00;26,97;79,3;0,97;241,0;100230,0
2024-04-07 00:00:00;26,37;84,55;1,03;222,0;100350,0
2024-04-07 01:00:00;25,95;87,3;1,03;202,0;100480,0
2024-04-07 02:00:00;25,71;87,3;1,17;206,0;100580,0
2024-04-07 03:00:00;25,45;93,15;1,1;217,0;100590,0
2024-04-07 04:00:00;25,18;93,15;0,62;198,0;100570,0
2024-04-07 05:00:00;25,44;93,15;0,21;202,0;100510,0
2024-04-07 06:00:00;24,56;96,2;0,48;145,0;100450,0
2024-04-07 07:00:00;24,98;96,2;0,07;105,0;100310,0
2024-04-07 08:00:00;24,67;96,2;0,0;26,0;100330,0
2024-04-07 09:00:00;24,58;99,4;0,07;104,0;100380,0
2024-04-07 10:00:00;24,27;96,2;0,41;153,0;100430,0
2024-04-07 11:00:00;24,42;93,1;0,76;161,0;100490,0
2024-04-07 12:00:00;24,79;93,15;0,48;148,0;100600,0
2024-04-07 13:00:00;25,21;93,15;0,48;145,0;100680,0
2024-04-07 14:00:00;25,96;90,2;0,69;123,0;100720,0
2024-04-07 15:00:00;27,07;87,4;0,9;115,0;100660,0
2024-04-07 16:00:00;28,59;79,5;0,55;108,0;100540,0
2024-04-07 17:00:00;28,62;76,95;0,83;86,0;100400,0
2024-04-07 18:00:00;28,31;74,5;0,62;86,0;100250,0
2024-04-07 19:00:00;29,77;63,4;1,17;61,0;100130,0
2024-04-07 20:00:00;29,48;61,35;1,03;39,0;100100,0
2024-04-07 21:00:00;28,74;67,6;0,76;63,0;100150,0
2024-04-07 22:00:00;28,15;72,1;1,1;92,0;100230,0
2024-04-07 23:00:00;27,35;76,8;1,52;84,0;100300,0
2024-04-08 00:00:00;26,63;79,3;1,59;80,0;100360,0
2024-04-08 01:00:00;26,19;81,85;1,38;88,0;100490,0
2024-04-08 02:00:00;25,98;84,5;1,31;87,0;100590,0
2024-04-08 03:00:00;25,77;87,3;1,24;90,0;100630,0
2024-04-08 04:00:00;25,44;90,2;0,97;87,0;100600,0
2024-04-08 05:00:00;25,47;90,2;0,07;31,0;100580,0
2024-04-08 06:00:00;24,81;93,15;0,69;288,0;100490,0
2024-04-08 07:00:00;24,31;93,1;0,62;102,0;100360,0
2024-04-08 08:00:00;24,52;93,1;0,48;85,0;100340,0
2024-04-08 09:00:00;23,85;96,2;0,69;108,0;100400,0
2024-04-08 10:00:00;23,91;96,2;0,62;136,0;100410,0
2024-04-08 11:00:00;23,94;96,2;0,55;152,0;100510,0
2024-04-08 12:00:00;25,73;87,3;0,62;125,0;100600,0
2024-04-08 13:00:00;26,66;79,3;0,83;108,0;100680,0
2024-04-08 14:00:00;27,9;72,0;0,83;100,0;100710,0
2024-04-08 15:00:00;29,39;63,4;0,83;98,0;100680,0
2024-04-08 16:00:00;30,64;59,45;0,69;108,0;100560,0
2024-04-08 17:00:00;31,6;55,85;0,62;124,0;100340,0
2024-04-08 18:00:00;31,97;52,4;0,76;88,0;100180,0
2024-04-08 19:00:00;31,33;54,05;0,83;27,0;100160,0
2024-04-08 20:00:00;30,6;57,5;0,62;20,0;100010,0
2024-04-08 21:00:00;29,79;65,5;0,34;349,0;100050,0
2024-04-08 22:00:00;28,11;76,85;0,41;268,0;100130,0
2024-04-08 23:00:00;27,43;81,95;0,76;265,0;100240,0
2024-04-09 00:00:00;26,46;81,85;0,83;269,0;100430,0
2024-04-09 01:00:00;26,22;81,85;0,97;258,0;100560,0
2024-04-09 02:00:00;25,67;87,3;0,69;271,0;100640,0
2024-04-09 03:00:00;26,15;81,85;0,34;342,0;100690,0
2024-04-09 04:00:00;25,48;87,3;0,83;44,0;100680,0
2024-04-09 05:00:00;24,87;90,15;1,1;43,0;100650,0
2024-04-09 06:00:00;24,15;93,1;1,31;58,0;100580,0
2024-04-09 07:00:00;23,91;99,4;0,62;194,0;100430,0
2024-04-09 08:00:00;23,64;96,2;0,76;121,0;100450,0
2024-04-09 09:00:00;23,49;99,4;0,69;97,0;100500,0
2024-04-09 10:00:00;23,24;99,4;0,28;111,0;100500,0
2024-04-09 11:00:00;23,55;99,4;0,21;108,0;100540,0
2024-04-09 12:00:00;23,82;99,4;0,28;85,0;100610,0
2024-04-09 13:00:00;26,22;87,35;0,28;72,0;100680,0
2024-04-09 14:00:00;25,48;93,15;0,34;97,0;100760,0
2024-04-09 15:00:00;25,98;90,2;0,62;32,0;100720,0
2024-04-09 16:00:00;27,65;82,05;0,62;353,0;100600,0
2024-04-09 17:00:00;27,48;84,65;0,69;357,0;100410,0
2024-04-09 18:00:00;28,41;76,95;0,97;19,0;100260,0
2024-04-09 19:00:00;28,3;72,1;0,69;246,0;100240,0
2024-04-09 20:00:00;28,39;72,1;0,55;217,0;100180,0
2024-04-09 21:00:00;28,28;72,1;0,41;236,0;100170,0
2024-04-09 22:00:00;27,02;87,4;0,48;46,0;100220,0
2024-04-09 23:00:00;26,61;84,6;1,24;61,0;100290,0
2024-04-10 00:00:00;26,09;90,2;1,59;51,0;100400,0
2024-04-10 01:00:00;25,64;87,3;1,52;50,0;100520,0
2024-04-10 02:00:00;25,34;90,2;1,59;47,0;100590,0
2024-04-10 03:00:00;25,08;93,15;1,59;34,0;100610,0
2024-04-10 04:00:00;24,89;90,15;1,52;20,0;100580,0
2024-04-10 05:00:00;24,64;90,15;1,31;14,0;100500,0
2024-04-10 06:00:00;24,43;93,1;1,24;360,0;100430,0
2024-04-10 07:00:00;24,36;93,1;1,17;360,0;100320,0
2024-04-10 08:00:00;24,25;93,1;1,24;2,0;100280,0
2024-04-10 09:00:00;24,1;93,1;1,24;12,0;100310,0
2024-04-10 10:00:00;23,95;96,2;1,38;18,0;100360,0
2024-04-10 11:00:00;24,1;93,1;1,03;14,0;100440,0
2024-04-10 12:00:00;26,03;84,5;1,1;9,0;100520,0
2024-04-10 13:00:00;27,7;72,0;1,38;10,0;100640,0
2024-04-10 14:00:00;28,98;67,6;1,66;9,0;100660,0
2024-04-10 15:00:00;29,89;65,5;1,86;6,0;100600,0
2024-04-10 16:00:00;30,86;61,55;1,93;1,0;100500,0
2024-04-10 17:00:00;31,44;59,65;1,86;354,0;100300,0
2024-04-10 18:00:00;30,98;61,55;2,07;344,0;100000,0
2024-04-10 19:00:00;31,47;57,75;2,48;7,0;100080,0
2024-04-10 20:00:00;30,08;63,4;2,55;11,0;100080,0
2024-04-10 21:00:00;28,49;69,75;1,93;23,0;100140,0
2024-04-10 22:00:00;27,58;74,3;1,59;34,0;100200,0
2024-04-10 23:00:00;26,79;79,3;1,38;39,0;100340,0
2024-04-11 00:00:00;26,29;81,85;1,24;40,0;100390,0
2024-04-11 01:00:00;25,94;87,3;1,38;51,0;100490,0
2024-04-11 02:00:00;25,57;90,2;1,45;50,0;100520,0
2024-04-11 03:00:00;25,35;90,2;1,17;54,0;100560,0
2024-04-11 04:00:00;25,24;90,2;1,03;68,0;100540,0
2024-04-11 05:00:00;25,09;90,2;1,1;80,0;100470,0
2024-04-11 06:00:00;24,85;93,15;1,24;71,0;100400,0
2024-04-11 07:00:00;24,67;93,15;1,31;62,0;100270,0
2024-04-11 08:00:00;24,53;96,2;1,38;64,0;100280,0
2024-04-11 09:00:00;24,39;96,2;1,38;74,0;100300,0
2024-04-11 10:00:00;24,38;96,2;1,31;74,0;100340,0
2024-04-11 11:00:00;24,44;96,2;1,24;78,0;100390,0
2024-04-11 12:00:00;24,8;90,15;1,52;78,0;100470,0
2024-04-11 13:00:00;25,74;84,5;2,0;74,0;100540,0
2024-04-11 14:00:00;26,82;79,3;2,07;70,0;100580,0
2024-04-11 15:00:00;27,88;74,4;2,0;67,0;100530,0
2024-04-11 16:00:00;29,11;67,6;2,21;60,0;100480,0
2024-04-11 17:00:00;29,68;65,5;2,07;65,0;100340,0
2024-04-11 18:00:00;29,88;65,5;2,14;70,0;100210,0
2024-04-11 19:00:00;26,62;76,7;0,9;108,0;100300,0
2024-04-11 20:00:00;26,5;79,2;0,62;90,0;100190,0
2024-04-11 21:00:00;26,55;79,2;1,03;93,0;100110,0
2024-04-11 22:00:00;26,07;81,8;0,34;81,0;100090,0
2024-04-11 23:00:00;25,79;81,8;0,9;77,0;100230,0
2024-04-12 00:00:00;25,35;84,45;1,38;106,0;100330,0
2024-04-12 01:00:00;24,91;90,15;1,79;114,0;100480,0
2024-04-12 02:00:00;24,71;90,15;1,66;116,0;100540,0
2024-04-12 03:00:00;24,58;96,2;1,45;127,0;100570,0
2024-04-12 04:00:00;24,48;93,1;1,59;118,0;100540,0
2024-04-12 05:00:00;24,35;93,1;1,59;128,0;100510,0
2024-04-12 06:00:00;24,19;93,1;1,66;131,0;100450,0
2024-04-12 07:00:00;23,92;96,2;0,9;118,0;100400,0
2024-04-12 08:00:00;23,87;93,1;0,76;131,0;100410,0
2024-04-12 09:00:00;23,81;93,1;0,97;136,0;100440,0
2024-04-12 10:00:00;23,7;93,1;1,1;117,0;100490,0
2024-04-12 11:00:00;23,89;93,1;1,1;111,0;100580,0
2024-04-12 12:00:00;25,31;84,45;1,45;108,0;100650,0
2024-04-12 13:00:00;26,22;79,2;2,0;100,0;100690,0
2024-04-12 14:00:00;27,58;74,3;2,28;98,0;100710,0
2024-04-12 15:00:00;28,57;69,75;2,41;111,0;100710,0
2024-04-12 16:00:00;29,31;65,5;2,41;116,0;100640,0
2024-04-12 17:00:00;30,29;61,45;2,28;118,0;100490,0
2024-04-12 18:00:00;30,53;59,45;2,21;120,0;100270,0
2024-04-12 19:00:00;32,39;54,25;1,93;114,0;100120,0
2024-04-12 20:00:00;31,42;57,75;1,72;104,0;100000,0
2024-04-12 21:00:00;30,06;67,7;1,79;88,0;100030,0
2024-04-12 22:00:00;28,81;72,15;1,59;91,0;100130,0
2024-04-12 23:00:00;27,98;76,85;1,38;99,0;100260,0
2024-04-13 00:00:00;27,4;79,35;1,24;122,0;100400,0
2024-04-13 01:00:00;27,02;81,9;1,24;144,0;100500,0
2024-04-13 02:00:00;26,52;84,55;1,17;141,0;100610,0
2024-04-13 03:00:00;26,35;84,55;0,21;82,0;100650,0
2024-04-13 04:00:00;25,62;87,3;0,34;22,0;100680,0
2024-04-13 05:00:00;24,99;90,15;0,14;299,0;100640,0
2024-04-13 06:00:00;24,04;96,2;0,62;247,0;100590,0
2024-04-13 07:00:00;24,74;90,15;0,55;89,0;100480,0
2024-04-13 08:00:00;24,35;93,1;0,62;107,0;100430,0
2024-04-13 09:00:00;24,39;90,1;0,76;142,0;100490,0
2024-04-13 10:00:00;24,33;93,1;1,03;188,0;100540,0
2024-04-13 11:00:00;24,25;93,1;0,83;212,0;100650,0
2024-04-13 12:00:00;25,25;93,15;0,48;195,0;100740,0
2024-04-13 13:00:00;26,46;90,25;0,28;157,0;100810,0
2024-04-13 14:00:00;27,51;87,45;0,55;114,0;100840,0
2024-04-13 15:00:00;28,31;82,1;0,76;117,0;100820,0
2024-04-13 16:00:00;29,15;77,1;0,62;109,0;100680,0
2024-04-13 17:00:00;29,15;72,25;0,28;82,0;100460,0
2024-04-13 18:00:00;29,47;72,25;0,48;120,0;100250,0
2024-04-13 19:00:00;31,2;57,75;1,03;91,0;100180,0
2024-04-13 20:00:00;28,74;69,85;0,14;137,0;100140,0
2024-04-13 21:00:00;28,58;76,95;0,62;241,0;100230,0
2024-04-13 22:00:00;27,91;79,4;0,9;231,0;100340,0
2024-04-13 23:00:00;27,25;81,95;1,03;228,0;100460,0
2024-04-14 00:00:00;26,6;87,35;1,24;224,0;100590,0
2024-04-14 01:00:00;25,95;90,2;1,17;208,0;100740,0
2024-04-14 02:00:00;25,31;90,2;1,31;177,0;100860,0
2024-04-14 03:00:00;24,52;96,2;1,24;188,0;100890,0
2024-04-14 04:00:00;24,3;93,1;0,76;203,0;100880,0
2024-04-14 05:00:00;23,74;99,4;0,9;202,0;100830,0
2024-04-14 06:00:00;23,43;99,4;0,9;197,0;100740,0
2024-04-14 07:00:00;23,63;96,2;0,28;271,0;100580,0
2024-04-14 08:00:00;23,49;99,4;0,28;239,0;100530,0
2024-04-14 09:00:00;23,38;99,4;0,34;276,0;100600,0
2024-04-14 10:00:00;23,44;99,4;0,28;225,0;100610,0
2024-04-14 11:00:00;23,57;99,4;0,62;222,0;100720,0
2024-04-14 12:00:00;24,03;99,4;0,76;221,0;100820,0
2024-04-14 13:00:00;24,37;96,2;0,69;216,0;100930,0
2024-04-14 14:00:00;24,93;96,2;0,69;219,0;100960,0
2024-04-14 15:00:00;25,62;93,2;0,34;280,0;100900,0
2024-04-14 16:00:00;25,95;96,25;0,55;307,0;100830,0
2024-04-14 17:00:00;26,16;90,25;1,17;332,0;100680,0
2024-04-14 18:00:00;25,71;90,2;1,86;338,0;100560,0
2024-04-14 19:00:00;24,77;93,15;1,52;327,0;100650,0
2024-04-14 20:00:00;24,47;96,2;1,1;347,0;100540,0
2024-04-14 21:00:00;24,65;93,15;0,9;356,0;100580,0
2024-04-14 22:00:00;24,41;96,2;0,62;344,0;100560,0
2024-04-14 23:00:00;24,34;93,1;0,21;16,0;100670,0
2024-04-15 00:00:00;24,31;93,1;0,21;351,0;100730,0
2024-04-15 01:00:00;23,13;96,2;0,9;240,0;100880,0
2024-04-15 02:00:00;23,04;99,4;0,97;234,0;100940,0
2024-04-15 03:00:00;23,11;96,2;0,9;238,0;100950,0
2024-04-15 04:00:00;23,21;99,4;0,55;261,0;100940,0
2024-04-15 05:00:00;23,24;99,4;0,48;322,0;100880,0
2024-04-15 06:00:00;23,47;99,4;0,34;300,0;100800,0
2024-04-15 07:00:00;23,28;99,4;0,76;34,0;100690,0
2024-04-15 08:00:00;23,16;96,2;0,76;39,0;100680,0
2024-04-15 09:00:00;23,11;96,2;0,62;51,0;100700,0
2024-04-15 10:00:00;23,1;96,2;0,55;116,0;100740,0
2024-04-15 11:00:00;23,42;99,4;0,62;130,0;100780,0
2024-04-15 12:00:00;23,79;93,1;0,76;123,0;100860,0
2024-04-15 13:00:00;24,53;93,1;0,55;108,0;100920,0
2024-04-15 14:00:00;24,71;90,15;0,62;111,0;100950,0
2024-04-15 15:00:00;25,1;87,3;0,69;111,0;100960,0
2024-04-15 16:00:00;25,29;87,3;0,55;91,0;100830,0
2024-04-15 17:00:00;25,91;87,3;0,41;82,0;100660,0
2024-04-15 18:00:00;26,96;81,9;0,21;102,0;100510,0
2024-04-15 19:00:00;27,65;72,0;0,48;71,0;100490,0
2024-04-15 20:00:00;27,83;72,0;0,48;122,0;100410,0
2024-04-15 21:00:00;27,23;74,3;0,55;140,0;100440,0
2024-04-15 22:00:00;26,62;79,3;0,97;137,0;100440,0
2024-04-15 23:00:00;25,91;84,5;1,24;132,0;100510,0
2024-04-16 00:00:00;25,46;87,3;1,1;138,0;100620,0
2024-04-16 01:00:00;25,11;87,3;1,31;151,0;100740,0
2024-04-16 02:00:00;24,81;90,15;1,17;153,0;100820,0
2024-04-16 03:00:00;24,62;90,15;1,1;144,0;100870,0
2024-04-16 04:00:00;24,29;93,1;0,76;141,0;100860,0
2024-04-16 05:00:00;24,08;93,1;0,83;144,0;100810,0
2024-04-16 06:00:00;24,0;96,2;1,03;166,0;100710,0
2024-04-16 07:00:00;24,01;96,2;0,97;172,0;100570,0
2024-04-16 08:00:00;23,89;96,2;0,97;168,0;100530,0
2024-04-16 09:00:00;23,94;96,2;0,97;139,0;100570,0
2024-04-16 10:00:00;23,8;96,2;1,24;116,0;100610,0
2024-04-16 11:00:00;23,93;96,2;1,1;108,0;100690,0
2024-04-16 12:00:00;25,28;87,3;1,24;110,0;100770,0
2024-04-16 13:00:00;26,64;79,3;1,45;111,0;100820,0
2024-04-16 14:00:00;27,98;74,4;1,52;110,0;100810,0
2024-04-16 15:00:00;28,97;72,15;1,59;108,0;100750,0
2024-04-16 16:00:00;29,9;69,95;1,45;108,0;100630,0
2024-04-16 17:00:00;30,36;67,8;1,17;107,0;100500,0
2024-04-16 18:00:00;30,74;65,7;0,9;119,0;100350,0
2024-04-16 19:00:00;30,05;65,5;0,83;137,0;100350,0
2024-04-16 20:00:00;29,66;65,5;0,76;151,0;100250,0
2024-04-16 21:00:00;27,66;79,4;0,62;73,0;100240,0
2024-04-16 22:00:00;26,67;84,6;0,9;56,0;100390,0
2024-04-16 23:00:00;26,03;90,2;1,31;38,0;100480,0
2024-04-17 00:00:00;25,74;90,2;0,9;51,0;100580,0
2024-04-17 01:00:00;25,35;93,15;0,55;52,0;100670,0
