,temp_air,ghi,gni,dhi,wind_speed
2022-01-01 00:00:00,25.54,0.0,-0.0,0.0,1.28
2022-01-01 01:00:00,24.84,0.0,-0.0,0.0,1.25
2022-01-01 02:00:00,24.13,0.0,-0.0,0.0,1.22
2022-01-01 03:00:00,23.42,0.0,-0.0,0.0,1.18
2022-01-01 04:00:00,22.72,0.0,-0.0,0.0,1.15
2022-01-01 05:00:00,22.01,0.0,-0.0,0.0,1.12
2022-01-01 06:00:00,21.31,0.0,-0.0,0.0,1.09
2022-01-01 07:00:00,20.6,53.0,61.22,41.0,1.05
2022-01-01 08:00:00,24.38,203.0,115.18,155.0,1.03
2022-01-01 09:00:00,25.44,350.0,138.56,266.0,1.93
2022-01-01 10:00:00,26.67,449.0,121.07,358.0,2.28
2022-01-01 11:00:00,27.78,800.0,613.26,283.0,1.93
2022-01-01 12:00:00,28.21,756.0,402.67,404.0,1.45
2022-01-01 13:00:00,28.9,699.0,319.14,430.0,1.45
2022-01-01 14:00:00,29.35,759.0,620.19,293.0,1.59
2022-01-01 15:00:00,29.21,638.0,676.72,228.0,1.66
2022-01-01 16:00:00,28.88,40.0,0.0,40.0,1.72
2022-01-01 17:00:00,27.6,32.0,0.0,32.0,0.97
2022-01-01 18:00:00,26.75,0.0,-0.0,0.0,0.62
2022-01-01 19:00:00,25.57,0.0,-0.0,0.0,0.97
2022-01-01 20:00:00,24.83,0.0,-0.0,0.0,1.03
2022-01-01 21:00:00,24.23,0.0,-0.0,0.0,1.38
2022-01-01 22:00:00,23.85,0.0,-0.0,0.0,1.17
2022-01-01 23:00:00,23.49,0.0,-0.0,0.0,1.17
2022-01-02 00:00:00,23.13,0.0,-0.0,0.0,0.9
2022-01-02 01:00:00,23.1,0.0,-0.0,0.0,0.21
2022-01-02 02:00:00,22.3,0.0,-0.0,0.0,0.28
2022-01-02 03:00:00,22.06,0.0,-0.0,0.0,0.48
2022-01-02 04:00:00,21.84,0.0,-0.0,0.0,0.48
2022-01-02 05:00:00,21.83,0.0,-0.0,0.0,0.62
2022-01-02 06:00:00,21.9,0.0,-0.0,0.0,0.97
2022-01-02 07:00:00,22.17,56.0,77.09,41.0,0.97
2022-01-02 08:00:00,22.37,277.0,360.91,127.0,1.1
2022-01-02 09:00:00,23.32,512.0,561.47,172.0,1.38
2022-01-02 10:00:00,25.49,701.0,652.1,211.0,1.93
2022-01-02 11:00:00,27.58,846.0,743.52,219.0,1.79
2022-01-02 12:00:00,29.3,911.0,774.96,233.0,1.66
2022-01-02 13:00:00,30.53,896.0,778.38,239.0,1.38
2022-01-02 14:00:00,31.37,814.0,783.61,224.0,1.17
2022-01-02 15:00:00,31.75,661.0,758.62,200.0,0.97
2022-01-02 16:00:00,31.71,457.0,702.96,163.0,0.69
2022-01-02 17:00:00,30.67,225.0,597.51,107.0,0.34
2022-01-02 18:00:00,29.47,0.0,-0.0,0.0,1.24
2022-01-02 19:00:00,27.66,0.0,-0.0,0.0,1.66
2022-01-02 20:00:00,25.67,0.0,-0.0,0.0,1.45
2022-01-02 21:00:00,25.17,0.0,-0.0,0.0,1.72
2022-01-02 22:00:00,24.09,0.0,-0.0,0.0,1.66
2022-01-02 23:00:00,23.52,0.0,-0.0,0.0,1.66
2022-01-03 00:00:00,22.92,0.0,-0.0,0.0,1.45
2022-01-03 01:00:00,22.53,0.0,-0.0,0.0,1.38
2022-01-03 02:00:00,22.14,0.0,-0.0,0.0,1.38
2022-01-03 03:00:00,21.68,0.0,-0.0,0.0,1.1
2022-01-03 04:00:00,21.81,0.0,-0.0,0.0,0.76
2022-01-03 05:00:00,22.28,0.0,-0.0,0.0,0.55
2022-01-03 06:00:00,22.12,0.0,-0.0,0.0,0.69
2022-01-03 07:00:00,22.78,54.0,72.47,40.0,0.14
2022-01-03 08:00:00,23.05,282.0,385.95,122.0,0.41
2022-01-03 09:00:00,23.81,502.0,530.66,181.0,0.48
2022-01-03 10:00:00,26.0,700.0,650.93,211.0,0.48
2022-01-03 11:00:00,28.27,855.0,770.52,205.0,0.76
2022-01-03 12:00:00,29.95,916.0,790.26,224.0,1.17
2022-01-03 13:00:00,31.08,907.0,808.02,224.0,1.17
2022-01-03 14:00:00,31.79,824.0,813.77,210.0,1.03
2022-01-03 15:00:00,32.11,656.0,731.71,210.0,0.83
2022-01-03 16:00:00,31.98,452.0,666.29,172.0,0.48
2022-01-03 17:00:00,31.05,228.0,601.46,108.0,0.14
2022-01-03 18:00:00,29.48,0.0,-0.0,0.0,0.9
2022-01-03 19:00:00,27.81,0.0,-0.0,0.0,1.59
2022-01-03 20:00:00,25.93,0.0,-0.0,0.0,1.66
2022-01-03 21:00:00,25.37,0.0,-0.0,0.0,1.93
2022-01-03 22:00:00,23.71,0.0,-0.0,0.0,1.93
2022-01-03 23:00:00,23.05,0.0,-0.0,0.0,1.79
2022-01-04 00:00:00,22.59,0.0,-0.0,0.0,1.66
2022-01-04 01:00:00,22.45,0.0,-0.0,0.0,1.52
2022-01-04 02:00:00,22.3,0.0,-0.0,0.0,1.38
2022-01-04 03:00:00,21.96,0.0,-0.0,0.0,1.17
2022-01-04 04:00:00,21.57,0.0,-0.0,0.0,0.76
2022-01-04 05:00:00,22.09,0.0,-0.0,0.0,0.21
2022-01-04 06:00:00,21.97,0.0,-0.0,0.0,0.07
2022-01-04 07:00:00,22.14,53.0,72.98,39.0,0.48
2022-01-04 08:00:00,22.33,273.0,353.04,127.0,0.69
2022-01-04 09:00:00,23.58,501.0,529.53,181.0,0.83
2022-01-04 10:00:00,26.04,700.0,651.04,211.0,0.76
2022-01-04 11:00:00,27.66,855.0,770.19,205.0,0.76
2022-01-04 12:00:00,29.38,922.0,804.33,217.0,0.69
2022-01-04 13:00:00,30.5,909.0,809.16,224.0,0.55
2022-01-04 14:00:00,31.19,835.0,845.09,196.0,0.34
2022-01-04 15:00:00,31.32,665.0,758.89,201.0,0.34
2022-01-04 16:00:00,31.3,462.0,705.73,164.0,0.34
2022-01-04 17:00:00,30.82,230.0,600.35,109.0,0.21
2022-01-04 18:00:00,29.69,0.0,-0.0,0.0,0.97
2022-01-04 19:00:00,28.31,0.0,-0.0,0.0,1.52
2022-01-04 20:00:00,27.09,0.0,-0.0,0.0,1.72
2022-01-04 21:00:00,26.04,0.0,-0.0,0.0,1.79
2022-01-04 22:00:00,25.18,0.0,-0.0,0.0,1.79
2022-01-04 23:00:00,24.49,0.0,-0.0,0.0,1.72
2022-01-05 00:00:00,23.98,0.0,-0.0,0.0,1.66
2022-01-05 01:00:00,23.55,0.0,-0.0,0.0,1.52
2022-01-05 02:00:00,23.25,0.0,-0.0,0.0,1.38
2022-01-05 03:00:00,22.94,0.0,-0.0,0.0,1.31
2022-01-05 04:00:00,22.64,0.0,-0.0,0.0,1.24
2022-01-05 05:00:00,22.43,0.0,-0.0,0.0,1.1
2022-01-05 06:00:00,22.09,0.0,-0.0,0.0,0.97
2022-01-05 07:00:00,22.03,52.0,68.23,39.0,0.9
2022-01-05 08:00:00,24.32,272.0,351.43,127.0,1.17
2022-01-05 09:00:00,26.14,509.0,559.81,171.0,1.45
2022-01-05 10:00:00,27.92,699.0,651.09,210.0,1.24
2022-01-05 11:00:00,29.2,865.0,799.4,190.0,1.1
2022-01-05 12:00:00,29.98,928.0,819.46,209.0,0.97
2022-01-05 13:00:00,30.64,910.0,809.08,224.0,0.69
2022-01-05 14:00:00,30.71,471.0,89.73,403.0,0.55
2022-01-05 15:00:00,30.34,418.0,128.8,339.0,0.62
2022-01-05 16:00:00,28.65,429.0,539.71,200.0,1.72
2022-01-05 17:00:00,27.17,215.0,466.63,120.0,1.31
2022-01-05 18:00:00,26.27,0.0,-0.0,0.0,0.55
2022-01-05 19:00:00,26.67,0.0,-0.0,0.0,1.24
2022-01-05 20:00:00,26.08,0.0,-0.0,0.0,1.38
2022-01-05 21:00:00,25.52,0.0,-0.0,0.0,1.45
2022-01-05 22:00:00,25.13,0.0,-0.0,0.0,1.52
2022-01-05 23:00:00,24.73,0.0,-0.0,0.0,1.45
2022-01-06 00:00:00,24.29,0.0,-0.0,0.0,1.31
2022-01-06 01:00:00,23.96,0.0,-0.0,0.0,1.17
2022-01-06 02:00:00,23.66,0.0,-0.0,0.0,1.03
2022-01-06 03:00:00,23.2,0.0,-0.0,0.0,0.9
2022-01-06 04:00:00,23.07,0.0,-0.0,0.0,0.55
2022-01-06 05:00:00,23.02,0.0,-0.0,0.0,0.41
2022-01-06 06:00:00,22.66,0.0,-0.0,0.0,0.41
2022-01-06 07:00:00,22.65,53.0,79.25,38.0,0.34
2022-01-06 08:00:00,23.66,265.0,323.06,132.0,0.28
2022-01-06 09:00:00,25.76,494.0,508.87,187.0,0.21
2022-01-06 10:00:00,27.73,688.0,613.81,227.0,0.41
2022-01-06 11:00:00,28.82,847.0,743.31,219.0,0.97
2022-01-06 12:00:00,29.24,769.0,422.38,398.0,1.1
2022-01-06 13:00:00,30.31,892.0,751.25,254.0,1.31
2022-01-06 14:00:00,30.72,776.0,647.78,284.0,1.24
2022-01-06 15:00:00,30.92,655.0,705.38,221.0,1.24
2022-01-06 16:00:00,30.85,439.0,574.64,194.0,1.17
2022-01-06 17:00:00,30.13,217.0,466.85,121.0,1.31
2022-01-06 18:00:00,28.66,0.0,-0.0,0.0,2.0
2022-01-06 19:00:00,28.02,0.0,-0.0,0.0,1.86
2022-01-06 20:00:00,26.99,0.0,-0.0,0.0,2.0
2022-01-06 21:00:00,25.99,0.0,-0.0,0.0,2.07
2022-01-06 22:00:00,25.2,0.0,-0.0,0.0,2.0
2022-01-06 23:00:00,24.58,0.0,-0.0,0.0,1.66
2022-01-07 00:00:00,24.06,0.0,-0.0,0.0,1.31
2022-01-07 01:00:00,23.72,0.0,-0.0,0.0,1.1
2022-01-07 02:00:00,23.62,0.0,-0.0,0.0,0.76
2022-01-07 03:00:00,23.93,0.0,-0.0,0.0,0.62
2022-01-07 04:00:00,24.03,0.0,-0.0,0.0,0.55
2022-01-07 05:00:00,24.06,0.0,-0.0,0.0,0.62
2022-01-07 06:00:00,24.05,0.0,-0.0,0.0,0.48
2022-01-07 07:00:00,23.42,42.0,31.9,36.0,0.14
2022-01-07 08:00:00,23.84,251.0,270.18,140.0,0.34
2022-01-07 09:00:00,24.32,480.0,461.12,202.0,0.83
2022-01-07 10:00:00,26.28,672.0,568.5,245.0,1.1
2022-01-07 11:00:00,27.94,824.0,676.59,252.0,0.9
2022-01-07 12:00:00,29.31,890.0,706.19,269.0,0.9
2022-01-07 13:00:00,30.48,874.0,695.92,282.0,0.97
2022-01-07 14:00:00,31.17,796.0,701.47,262.0,1.17
2022-01-07 15:00:00,31.57,639.0,641.56,243.0,1.31
2022-01-07 16:00:00,31.45,461.0,672.22,173.0,1.1
2022-01-07 17:00:00,30.95,148.0,105.93,126.0,0.55
2022-01-07 18:00:00,30.4,0.0,-0.0,0.0,0.28
2022-01-07 19:00:00,28.09,0.0,-0.0,0.0,0.9
2022-01-07 20:00:00,27.16,0.0,-0.0,0.0,1.52
2022-01-07 21:00:00,25.44,0.0,-0.0,0.0,1.86
2022-01-07 22:00:00,24.31,0.0,-0.0,0.0,1.79
2022-01-07 23:00:00,23.51,0.0,-0.0,0.0,1.72
2022-01-08 00:00:00,22.86,0.0,-0.0,0.0,1.52
2022-01-08 01:00:00,22.36,0.0,-0.0,0.0,1.31
2022-01-08 02:00:00,22.02,0.0,-0.0,0.0,0.62
2022-01-08 03:00:00,21.15,0.0,-0.0,0.0,1.1
2022-01-08 04:00:00,20.67,0.0,-0.0,0.0,0.97
2022-01-08 05:00:00,20.39,0.0,-0.0,0.0,0.9
2022-01-08 06:00:00,20.08,0.0,-0.0,0.0,1.1
2022-01-08 07:00:00,20.62,44.0,48.16,35.0,0.83
2022-01-08 08:00:00,21.59,231.0,202.42,148.0,1.1
2022-01-08 09:00:00,23.97,414.0,273.85,249.0,1.45
2022-01-08 10:00:00,26.39,596.0,371.39,317.0,1.66
2022-01-08 11:00:00,28.47,747.0,476.35,344.0,2.07
2022-01-08 12:00:00,30.03,821.0,530.42,354.0,2.55
2022-01-08 13:00:00,31.09,821.0,555.08,348.0,2.62
2022-01-08 14:00:00,31.75,735.0,525.52,334.0,2.62
2022-01-08 15:00:00,31.96,572.0,427.94,307.0,2.48
2022-01-08 16:00:00,31.69,390.0,367.0,232.0,2.21
2022-01-08 17:00:00,30.62,204.0,357.6,129.0,1.66
2022-01-08 18:00:00,28.87,0.0,-0.0,0.0,2.0
2022-01-08 19:00:00,27.06,0.0,-0.0,0.0,2.07
2022-01-08 20:00:00,25.4,0.0,-0.0,0.0,2.0
2022-01-08 21:00:00,23.91,0.0,-0.0,0.0,1.86
2022-01-08 22:00:00,22.69,0.0,-0.0,0.0,1.79
2022-01-08 23:00:00,21.71,0.0,-0.0,0.0,1.66
2022-01-09 00:00:00,20.6,0.0,-0.0,0.0,1.52
2022-01-09 01:00:00,19.66,0.0,-0.0,0.0,1.24
2022-01-09 02:00:00,19.48,0.0,-0.0,0.0,0.97
2022-01-09 03:00:00,19.23,0.0,-0.0,0.0,0.9
2022-01-09 04:00:00,18.49,0.0,-0.0,0.0,0.97
2022-01-09 05:00:00,18.07,0.0,-0.0,0.0,1.03
2022-01-09 06:00:00,17.52,0.0,-0.0,0.0,1.45
2022-01-09 07:00:00,17.57,47.0,59.21,36.0,1.45
2022-01-09 08:00:00,20.98,241.0,241.88,142.0,1.38
2022-01-09 09:00:00,23.99,457.0,391.88,221.0,1.86
2022-01-09 10:00:00,26.31,657.0,524.35,263.0,2.07
2022-01-09 11:00:00,28.32,802.0,612.98,283.0,2.07
2022-01-09 12:00:00,29.9,867.0,639.78,303.0,2.14
2022-01-09 13:00:00,30.87,872.0,682.95,289.0,1.86
2022-01-09 14:00:00,31.46,782.0,649.79,285.0,1.45
2022-01-09 15:00:00,31.68,622.0,569.81,268.0,1.1
2022-01-09 16:00:00,31.51,433.0,522.41,207.0,0.97
2022-01-09 17:00:00,30.64,219.0,443.85,125.0,0.97
2022-01-09 18:00:00,28.98,0.0,-0.0,0.0,1.66
2022-01-09 19:00:00,27.24,0.0,-0.0,0.0,2.07
2022-01-09 20:00:00,25.31,0.0,-0.0,0.0,2.07
2022-01-09 21:00:00,23.98,0.0,-0.0,0.0,1.93
2022-01-09 22:00:00,22.81,0.0,-0.0,0.0,1.72
2022-01-09 23:00:00,21.71,0.0,-0.0,0.0,1.52
2022-01-10 00:00:00,20.68,0.0,-0.0,0.0,1.17
2022-01-10 01:00:00,20.35,0.0,-0.0,0.0,0.97
2022-01-10 02:00:00,19.47,0.0,-0.0,0.0,1.17
2022-01-10 03:00:00,18.95,0.0,-0.0,0.0,1.31
2022-01-10 04:00:00,18.62,0.0,-0.0,0.0,1.38
2022-01-10 05:00:00,18.43,0.0,-0.0,0.0,1.59
2022-01-10 06:00:00,18.45,0.0,-0.0,0.0,1.79
2022-01-10 07:00:00,18.11,46.0,59.56,35.0,1.79
2022-01-10 08:00:00,21.01,254.0,291.24,135.0,1.59
2022-01-10 09:00:00,24.24,475.0,451.84,203.0,2.28
2022-01-10 10:00:00,26.77,680.0,590.71,236.0,2.69
2022-01-10 11:00:00,29.02,835.0,702.15,240.0,2.69
2022-01-10 12:00:00,30.71,903.0,734.09,255.0,2.69
2022-01-10 13:00:00,31.82,903.0,767.07,247.0,2.48
2022-01-10 14:00:00,32.47,825.0,773.42,232.0,2.21
2022-01-10 15:00:00,32.68,653.0,669.02,236.0,2.07
2022-01-10 16:00:00,32.44,451.0,591.19,194.0,1.86
2022-01-10 17:00:00,31.43,228.0,491.05,123.0,1.38
2022-01-10 18:00:00,29.69,0.0,-0.0,0.0,1.86
2022-01-10 19:00:00,27.64,0.0,-0.0,0.0,1.72
2022-01-10 20:00:00,26.06,0.0,-0.0,0.0,2.0
2022-01-10 21:00:00,24.11,0.0,-0.0,0.0,1.86
2022-01-10 22:00:00,22.82,0.0,-0.0,0.0,1.66
2022-01-10 23:00:00,21.85,0.0,-0.0,0.0,1.52
2022-01-11 00:00:00,20.76,0.0,-0.0,0.0,1.31
2022-01-11 01:00:00,20.65,0.0,-0.0,0.0,0.69
2022-01-11 02:00:00,21.02,0.0,-0.0,0.0,0.41
2022-01-11 03:00:00,19.57,0.0,-0.0,0.0,0.9
2022-01-11 04:00:00,18.99,0.0,-0.0,0.0,0.9
2022-01-11 05:00:00,18.81,0.0,-0.0,0.0,0.9
2022-01-11 06:00:00,18.43,0.0,-0.0,0.0,0.97
2022-01-11 07:00:00,17.99,38.0,27.22,33.0,1.03
2022-01-11 08:00:00,20.88,215.0,161.78,149.0,0.48
2022-01-11 09:00:00,24.12,413.0,272.52,249.0,0.83
2022-01-11 10:00:00,26.85,649.0,502.7,271.0,1.38
2022-01-11 11:00:00,28.86,803.0,613.08,283.0,1.66
2022-01-11 12:00:00,30.36,809.0,496.64,370.0,1.59
2022-01-11 13:00:00,31.5,860.0,643.09,309.0,1.45
2022-01-11 14:00:00,32.05,827.0,774.13,232.0,1.31
2022-01-11 15:00:00,32.3,500.0,249.46,344.0,1.17
2022-01-11 16:00:00,32.12,273.0,80.12,238.0,0.97
2022-01-11 17:00:00,31.18,90.0,4.63,89.0,0.48
2022-01-11 18:00:00,30.09,0.0,-0.0,0.0,0.41
2022-01-11 19:00:00,28.23,0.0,-0.0,0.0,1.72
2022-01-11 20:00:00,25.95,0.0,-0.0,0.0,2.0
2022-01-11 21:00:00,24.0,0.0,-0.0,0.0,1.86
2022-01-11 22:00:00,22.6,0.0,-0.0,0.0,1.79
2022-01-11 23:00:00,21.95,0.0,-0.0,0.0,1.66
2022-01-12 00:00:00,20.79,0.0,-0.0,0.0,1.52
2022-01-12 01:00:00,19.97,0.0,-0.0,0.0,1.03
2022-01-12 02:00:00,21.0,0.0,-0.0,0.0,0.21
2022-01-12 03:00:00,20.4,0.0,-0.0,0.0,0.55
2022-01-12 04:00:00,20.16,0.0,-0.0,0.0,0.34
2022-01-12 05:00:00,20.04,0.0,-0.0,0.0,0.34
2022-01-12 06:00:00,19.67,0.0,-0.0,0.0,0.69
2022-01-12 07:00:00,17.87,37.0,27.37,32.0,0.83
2022-01-12 08:00:00,20.63,233.0,220.92,143.0,0.34
2022-01-12 09:00:00,24.02,483.0,477.01,196.0,0.69
2022-01-12 10:00:00,26.98,634.0,462.59,286.0,1.24
2022-01-12 11:00:00,29.32,781.0,553.59,311.0,1.79
2022-01-12 12:00:00,31.07,850.0,589.69,328.0,1.93
2022-01-12 13:00:00,32.23,847.0,605.75,327.0,1.86
2022-01-12 14:00:00,32.85,770.0,599.59,308.0,1.66
2022-01-12 15:00:00,33.1,621.0,548.26,277.0,1.45
2022-01-12 16:00:00,32.91,385.0,325.77,242.0,1.31
2022-01-12 17:00:00,31.86,208.0,339.59,134.0,0.9
2022-01-12 18:00:00,30.15,0.0,-0.0,0.0,1.38
2022-01-12 19:00:00,28.09,0.0,-0.0,0.0,1.79
2022-01-12 20:00:00,26.23,0.0,-0.0,0.0,2.07
2022-01-12 21:00:00,24.47,0.0,-0.0,0.0,2.0
2022-01-12 22:00:00,23.35,0.0,-0.0,0.0,1.93
2022-01-12 23:00:00,22.46,0.0,-0.0,0.0,1.79
2022-01-13 00:00:00,21.79,0.0,-0.0,0.0,1.59
2022-01-13 01:00:00,21.11,0.0,-0.0,0.0,1.38
2022-01-13 02:00:00,20.42,0.0,-0.0,0.0,0.97
2022-01-13 03:00:00,20.33,0.0,-0.0,0.0,0.83
2022-01-13 04:00:00,19.34,0.0,-0.0,0.0,1.24
2022-01-13 05:00:00,18.86,0.0,-0.0,0.0,1.24
2022-01-13 06:00:00,18.55,0.0,-0.0,0.0,1.38
2022-01-13 07:00:00,19.59,43.0,49.51,34.0,0.62
2022-01-13 08:00:00,21.87,238.0,238.41,141.0,0.34
2022-01-13 09:00:00,24.81,433.0,327.46,236.0,0.41
2022-01-13 10:00:00,27.36,619.0,423.8,300.0,0.34
2022-01-13 11:00:00,29.5,772.0,530.66,321.0,0.48
2022-01-13 12:00:00,31.08,837.0,553.85,346.0,0.76
2022-01-13 13:00:00,32.18,848.0,605.73,327.0,0.83
2022-01-13 14:00:00,32.81,749.0,539.83,332.0,0.97
2022-01-13 15:00:00,33.08,683.0,752.93,209.0,1.1
2022-01-13 16:00:00,32.99,419.0,433.03,228.0,1.17
2022-01-13 17:00:00,31.98,198.0,272.8,138.0,1.03
2022-01-13 18:00:00,30.39,0.0,-0.0,0.0,1.66
2022-01-13 19:00:00,27.97,0.0,-0.0,0.0,1.31
2022-01-13 20:00:00,26.92,0.0,-0.0,0.0,2.07
2022-01-13 21:00:00,24.85,0.0,-0.0,0.0,1.93
2022-01-13 22:00:00,23.7,0.0,-0.0,0.0,1.93
2022-01-13 23:00:00,22.87,0.0,-0.0,0.0,1.86
2022-01-14 00:00:00,22.31,0.0,-0.0,0.0,1.72
2022-01-14 01:00:00,21.85,0.0,-0.0,0.0,1.52
2022-01-14 02:00:00,21.44,0.0,-0.0,0.0,1.31
2022-01-14 03:00:00,20.66,0.0,-0.0,0.0,1.17
2022-01-14 04:00:00,20.13,0.0,-0.0,0.0,1.38
2022-01-14 05:00:00,19.47,0.0,-0.0,0.0,1.31
2022-01-14 06:00:00,19.01,0.0,-0.0,0.0,1.31
2022-01-14 07:00:00,18.71,39.0,33.17,33.0,1.03
2022-01-14 08:00:00,21.81,200.0,127.95,148.0,0.62
2022-01-14 09:00:00,25.13,403.0,252.66,251.0,0.83
2022-01-14 10:00:00,28.01,611.0,404.95,306.0,1.1
2022-01-14 11:00:00,30.24,773.0,531.25,321.0,1.38
2022-01-14 12:00:00,31.9,868.0,628.46,310.0,1.59
2022-01-14 13:00:00,32.93,850.0,605.69,328.0,1.66
2022-01-14 14:00:00,33.52,756.0,551.37,329.0,1.72
2022-01-14 15:00:00,33.69,614.0,514.53,289.0,1.59
2022-01-14 16:00:00,33.49,426.0,453.51,225.0,1.52
2022-01-14 17:00:00,32.49,232.0,468.56,128.0,1.45
2022-01-14 18:00:00,30.33,0.0,-0.0,0.0,2.28
2022-01-14 19:00:00,28.27,0.0,-0.0,0.0,2.34
2022-01-14 20:00:00,26.52,0.0,-0.0,0.0,2.34
2022-01-14 21:00:00,25.21,0.0,-0.0,0.0,2.14
2022-01-14 22:00:00,24.24,0.0,-0.0,0.0,1.93
2022-01-14 23:00:00,23.42,0.0,-0.0,0.0,1.79
2022-01-15 00:00:00,22.7,0.0,-0.0,0.0,1.52
2022-01-15 01:00:00,21.9,0.0,-0.0,0.0,1.17
2022-01-15 02:00:00,21.38,0.0,-0.0,0.0,0.69
2022-01-15 03:00:00,21.67,0.0,-0.0,0.0,0.28
2022-01-15 04:00:00,20.07,0.0,-0.0,0.0,0.97
2022-01-15 05:00:00,19.56,0.0,-0.0,0.0,1.31
2022-01-15 06:00:00,19.06,0.0,-0.0,0.0,1.24
2022-01-15 07:00:00,19.2,42.0,49.98,33.0,0.55
2022-01-15 08:00:00,21.95,243.0,258.63,138.0,0.34
2022-01-15 09:00:00,24.98,452.0,380.63,223.0,0.41
2022-01-15 10:00:00,27.75,650.0,502.85,271.0,0.34
2022-01-15 11:00:00,30.22,806.0,612.81,284.0,0.34
2022-01-15 12:00:00,31.98,890.0,680.31,285.0,0.41
2022-01-15 13:00:00,33.09,882.0,684.36,291.0,0.41
2022-01-15 14:00:00,33.78,808.0,691.63,271.0,0.62
2022-01-15 15:00:00,34.06,643.0,598.01,264.0,0.83
2022-01-15 16:00:00,33.97,444.0,516.46,214.0,0.83
2022-01-15 17:00:00,33.19,234.0,468.82,129.0,0.76
2022-01-15 18:00:00,31.62,0.0,-0.0,0.0,1.79
2022-01-15 19:00:00,29.21,0.0,-0.0,0.0,2.14
2022-01-15 20:00:00,27.34,0.0,-0.0,0.0,2.34
2022-01-15 21:00:00,25.9,0.0,-0.0,0.0,2.28
2022-01-15 22:00:00,24.76,0.0,-0.0,0.0,2.0
2022-01-15 23:00:00,23.93,0.0,-0.0,0.0,1.72
2022-01-16 00:00:00,23.28,0.0,-0.0,0.0,1.45
2022-01-16 01:00:00,22.73,0.0,-0.0,0.0,1.17
2022-01-16 02:00:00,22.0,0.0,-0.0,0.0,0.9
2022-01-16 03:00:00,22.0,0.0,-0.0,0.0,0.62
2022-01-16 04:00:00,22.03,0.0,-0.0,0.0,0.48
2022-01-16 05:00:00,21.75,0.0,-0.0,0.0,0.62
2022-01-16 06:00:00,20.49,0.0,-0.0,0.0,0.76
2022-01-16 07:00:00,19.71,41.0,44.62,33.0,0.48
2022-01-16 08:00:00,21.15,248.0,281.05,134.0,0.41
2022-01-16 09:00:00,23.6,473.0,448.7,203.0,0.41
2022-01-16 10:00:00,26.81,673.0,567.42,245.0,0.21
2022-01-16 11:00:00,29.66,830.0,676.55,253.0,0.0
2022-01-16 12:00:00,31.75,906.0,721.86,263.0,0.41
2022-01-16 13:00:00,33.17,899.0,725.7,271.0,0.76
2022-01-16 14:00:00,33.99,829.0,748.93,246.0,0.9
2022-01-16 15:00:00,34.38,664.0,660.47,244.0,0.97
2022-01-16 16:00:00,34.34,462.0,585.52,200.0,1.1
2022-01-16 17:00:00,33.48,243.0,517.77,126.0,1.52
2022-01-16 18:00:00,31.18,0.0,-0.0,0.0,2.55
2022-01-16 19:00:00,28.76,0.0,-0.0,0.0,2.97
2022-01-16 20:00:00,27.04,0.0,-0.0,0.0,2.69
2022-01-16 21:00:00,25.89,0.0,-0.0,0.0,2.21
2022-01-16 22:00:00,25.03,0.0,-0.0,0.0,1.86
2022-01-16 23:00:00,24.33,0.0,-0.0,0.0,1.66
2022-01-17 00:00:00,23.76,0.0,-0.0,0.0,1.45
2022-01-17 01:00:00,23.27,0.0,-0.0,0.0,1.24
2022-01-17 02:00:00,22.98,0.0,-0.0,0.0,1.17
2022-01-17 03:00:00,22.53,0.0,-0.0,0.0,1.1
2022-01-17 04:00:00,22.12,0.0,-0.0,0.0,0.83
2022-01-17 05:00:00,22.17,0.0,-0.0,0.0,0.76
2022-01-17 06:00:00,22.42,0.0,-0.0,0.0,0.69
2022-01-17 07:00:00,22.95,36.0,33.6,30.0,0.69
2022-01-17 08:00:00,23.96,247.0,278.79,134.0,1.17
2022-01-17 09:00:00,25.76,411.0,270.81,248.0,1.03
2022-01-17 10:00:00,27.55,597.0,369.57,318.0,0.76
2022-01-17 11:00:00,29.61,785.0,553.89,312.0,0.69
2022-01-17 12:00:00,31.42,898.0,693.76,279.0,0.55
2022-01-17 13:00:00,32.82,911.0,755.32,256.0,0.28
2022-01-17 14:00:00,33.59,836.0,763.63,240.0,0.28
2022-01-17 15:00:00,33.88,674.0,688.04,235.0,0.55
2022-01-17 16:00:00,33.78,470.0,609.44,196.0,0.62
2022-01-17 17:00:00,33.11,239.0,482.56,129.0,0.76
2022-01-17 18:00:00,31.82,0.0,-0.0,0.0,1.79
2022-01-17 19:00:00,30.21,0.0,-0.0,0.0,2.07
2022-01-17 20:00:00,28.49,0.0,-0.0,0.0,2.48
2022-01-17 21:00:00,27.04,0.0,-0.0,0.0,2.48
2022-01-17 22:00:00,25.97,0.0,-0.0,0.0,2.14
2022-01-17 23:00:00,25.25,0.0,-0.0,0.0,1.66
2022-01-18 00:00:00,24.67,0.0,-0.0,0.0,1.24
2022-01-18 01:00:00,24.2,0.0,-0.0,0.0,0.97
2022-01-18 02:00:00,23.6,0.0,-0.0,0.0,0.83
2022-01-18 03:00:00,23.24,0.0,-0.0,0.0,0.69
2022-01-18 04:00:00,22.46,0.0,-0.0,0.0,0.62
2022-01-18 05:00:00,22.24,0.0,-0.0,0.0,0.48
2022-01-18 06:00:00,22.05,0.0,-0.0,0.0,0.41
2022-01-18 07:00:00,22.45,39.0,44.96,31.0,0.69
